,year,hist0,hist1,winter05,winter95,spring05,spring95,summer05,summer95,autumn05,autumn95,Kreise_Code
0,2000,1965,1995,-10.0679611,4.766707563,-3.093615378,13.61405716,7.535117878,19.69213679,-2.644344382,15.16337381,9780
1,2001,1966,1996,-10.18992275,4.736861664,-3.08714662,13.65679032,7.535117878,19.66048593,-2.636267563,15.16337381,9780
2,2002,1967,1997,-9.916742239,4.708208825,-3.046483197,13.65064149,7.584610952,19.63783278,-2.539749832,15.13745592,9780
3,2003,1968,1998,-9.764219674,4.788156613,-3.093615378,13.68930595,7.628797954,19.67752784,-2.644344382,15.11146387,9780
4,2004,1969,1999,-9.790874656,4.78830486,-3.061375157,13.69403056,7.630401802,19.6445143,-2.80065647,15.1887054,9780
5,2005,1970,2000,-9.636009685,4.857791667,-3.026926385,13.70525718,7.751785954,19.67752784,-2.673040557,15.1887054,9780
6,2006,1971,2001,-9.524549871,4.886618828,-2.805348229,13.80413346,7.737883367,19.6982754,-2.834083047,15.13745592,9780
7,2007,1972,2002,-9.477330732,5.025894364,-2.627278488,13.80413346,7.809147115,19.73561561,-2.734119071,15.14707878,9780
8,2008,1973,2003,-9.687771777,5.026157774,-2.66955526,13.90285312,7.938443965,19.89133564,-2.673040557,15.19143399,9780
9,2009,1974,2004,-9.661487532,5.088339224,-2.565385415,13.87160062,7.938443965,19.90011803,-2.71990954,15.18182689,9780
10,2010,1975,2005,-9.74741877,5.025894364,-2.697726465,13.98742268,8.091135789,19.93120249,-2.896224915,15.1887054,9780
11,2011,1976,2006,-9.764219674,5.065559167,-2.817901844,13.98742268,8.100612725,20.08106108,-2.80065647,15.2760791,9780
12,2012,1977,2007,-9.688232795,5.117353204,-2.697726465,14.05394277,8.130549814,20.10465944,-2.919147856,15.27819779,9780
13,2013,1978,2008,-9.688166982,5.184722042,-2.741894149,14.11863483,8.110052375,20.11027708,-2.9168663,15.28515572,9780
14,2014,1979,2009,-9.765053651,5.095912869,-2.76235198,14.29281454,8.202230073,20.12692691,-2.82123227,15.34112773,9780
15,2015,1980,2010,-9.74741877,5.065559167,-2.895573222,14.23860764,8.229467531,20.22239441,-2.80065647,15.28467487,9780
16,2016,1981,2011,-9.70890101,5.090083348,-2.834759508,14.40199578,8.353643446,20.30379552,-2.644344382,15.3089332,9780
17,2017,1982,2012,-9.819488185,5.101274217,-2.819262862,14.43755765,8.397569414,20.39285104,-2.608195904,15.34112773,9780
18,2018,1983,2013,-9.880752377,5.101274217,-2.868988552,14.40437583,8.361933413,20.4868663,-2.658628845,15.2760791,9780
19,2019,1984,2014,-9.800981501,5.091003516,-2.852222715,14.41870842,8.397569414,20.47508597,-2.608195904,15.2760791,9780
20,2020,1985,2015,-9.713588912,5.11355,-2.775440313,14.45009992,8.448223372,20.59637544,-2.653228225,15.26649933,9780
21,2000,1965,1995,-8.851955967,6.650172918,-0.261939814,16.55708925,10.64561132,22.21112126,-1.014427953,16.52267358,9779
22,2001,1966,1996,-8.904306503,6.594724534,-0.261939814,16.61549698,10.68171296,22.20770625,-0.913084173,16.51687943,9779
23,2002,1967,1997,-8.847268526,6.534148921,-0.209550637,16.61549698,10.69606244,22.17926728,-0.832331359,16.50280051,9779
24,2003,1968,1998,-8.847268526,6.624676824,-0.226345679,16.61549698,10.72878838,22.22063876,-0.893196208,16.47407474,9779
25,2004,1969,1999,-8.703586737,6.662365912,-0.159976565,16.61549698,10.76716424,22.23854969,-0.913084173,16.61824321,9779
26,2005,1970,2000,-8.639057964,6.762308168,-0.070196623,16.64745285,10.85402595,22.24559549,-0.848645289,16.67032647,9779
27,2006,1971,2001,-8.639057964,6.811877186,0.114129433,16.76405618,10.85402595,22.30040398,-0.913084173,16.64841264,9779
28,2007,1972,2002,-8.541474165,6.934322041,0.207612149,16.7294209,10.90493916,22.30040398,-0.848645289,16.67032647,9779
29,2008,1973,2003,-8.628801929,6.948349049,0.194145007,16.83196917,10.95582916,22.48385242,-0.744790518,16.69717146,9779
30,2009,1974,2004,-8.541474165,6.994640259,0.176609974,16.79926877,11.00794345,22.52717703,-0.705715899,16.69424593,9779
31,2010,1975,2005,-8.639057964,6.870864126,0.079760826,16.86767918,11.04461479,22.66339585,-0.848645289,16.73788676,9779
32,2011,1976,2006,-8.640389628,6.91204716,-0.093403623,16.85896334,11.04183942,22.77313709,-0.705715899,16.77541792,9779
33,2012,1977,2007,-8.496042231,7.037062813,0.132859116,16.92229169,11.06792513,22.76161833,-0.848645289,16.7677777,9779
34,2013,1978,2008,-8.493830786,7.061262055,0.149015883,17.10585261,11.06792513,22.76161833,-0.878806696,16.85553722,9779
35,2014,1979,2009,-8.62819803,7.045077254,0.132859116,17.12801683,11.22414578,22.7669274,-0.832331359,16.94862998,9779
36,2015,1980,2010,-8.47428045,6.963349098,-0.086681712,17.02981405,11.23231361,22.85844424,-0.893196208,16.89719005,9779
37,2016,1981,2011,-8.356349754,7.004509949,-0.093403623,17.1420636,11.37669037,22.8661525,-0.652159714,16.95020993,9779
38,2017,1982,2012,-8.493830786,7.050085535,-0.093403623,17.20255439,11.43470494,22.91992325,-0.640397001,17.00652428,9779
39,2018,1983,2013,-8.267684862,7.045077254,-0.192063922,17.16914437,11.42078459,23.04692772,-0.652159714,16.94978411,9779
40,2019,1984,2014,-8.158225466,7.010652469,-0.186167275,17.19594744,11.43470494,23.03207658,-0.52526474,16.95020993,9779
41,2020,1985,2015,-7.985531898,7.068759804,-0.104353575,17.20255439,11.50479303,23.28531974,-0.506789259,16.94978411,9779
42,2000,1965,1995,-9.270145014,6.486102965,-1.12362473,15.59719716,9.803408595,21.42423327,-1.600345654,16.1488358,9778
43,2001,1966,1996,-9.330376351,6.457572534,-1.1358581,15.66890576,9.807112577,21.39099938,-1.394117782,16.1488358,9778
44,2002,1967,1997,-9.17549695,6.418785843,-1.120662996,15.68902453,9.87179864,21.38769013,-1.284058318,16.18991476,9778
45,2003,1968,1998,-9.022123473,6.46283377,-1.139860028,15.70215503,9.898873167,21.47727849,-1.394117782,16.1488358,9778
46,2004,1969,1999,-8.997405156,6.488866481,-1.068045729,15.72776538,9.921428662,21.47805878,-1.600345654,16.25229243,9778
47,2005,1970,2000,-8.776531131,6.648676974,-0.958858662,15.76617949,10.06348179,21.48206988,-1.368663149,16.25920468,9778
48,2006,1971,2001,-8.776531131,6.70591778,-0.763018554,15.92267608,10.06348179,21.52777786,-1.385888956,16.25229243,9778
49,2007,1972,2002,-8.674996463,6.772521555,-0.63972309,15.92146354,10.18278804,21.53569988,-1.345933345,16.25920468,9778
50,2008,1973,2003,-8.883106737,6.790141389,-0.63972309,15.97813885,10.23320376,21.77392217,-1.284058318,16.3015518,9778
51,2009,1974,2004,-8.801459152,6.876058755,-0.612662315,15.96585644,10.23320376,21.77392217,-1.262481437,16.26492811,9778
52,2010,1975,2005,-8.991922971,6.831883537,-0.735116111,16.03625922,10.27731996,21.78565722,-1.376935201,16.26212869,9778
53,2011,1976,2006,-9.022123473,6.858278889,-0.850338648,16.00860575,10.27001531,21.89758026,-1.33266592,16.27643796,9778
54,2012,1977,2007,-8.980792079,7.002838889,-0.735116111,16.04909106,10.29823391,21.90223052,-1.604178837,16.27643796,9778
55,2013,1978,2008,-8.980129765,7.013090492,-0.731113779,16.11853993,10.29823391,21.91188121,-1.664707737,16.3015518,9778
56,2014,1979,2009,-9.090127822,6.970140513,-0.763018554,16.22889975,10.39176331,21.9241393,-1.376935201,16.35010199,9778
57,2015,1980,2010,-8.980129765,6.925141362,-0.856672111,16.14857758,10.39767533,22.04391699,-1.671366938,16.26492811,9778
58,2016,1981,2011,-8.760783372,6.98046516,-0.856672111,16.23772894,10.54768902,22.07064314,-1.284373799,16.37619722,9778
59,2017,1982,2012,-8.960894856,7.01129503,-0.856672111,16.25819856,10.61924082,22.14632555,-1.277571356,16.37758232,9778
60,2018,1983,2013,-8.835172882,7.002716343,-1.09510355,16.23772894,10.56376897,22.24693621,-1.340208838,16.30266558,9778
61,2019,1984,2014,-8.750545598,6.966556983,-1.071568623,16.24678568,10.62766688,22.18099997,-1.09747056,16.34888616,9778
62,2020,1985,2015,-8.644154377,7.002838889,-0.827956239,16.28765979,10.73943786,22.4269215,-1.107342561,16.3015518,9778
63,2000,1965,1995,-9.778796714,5.977271804,-2.243733734,14.77019511,8.728968509,20.60769867,-2.3188381,15.95402032,9777
64,2001,1966,1996,-9.922178411,5.972106155,-2.335228611,14.79867838,8.738080118,20.55602787,-2.301890128,15.95402032,9777
65,2002,1967,1997,-9.751798031,5.88205645,-2.239417467,14.84024398,8.794480605,20.54347255,-2.024085203,15.9435635,9777
66,2003,1968,1998,-9.541109403,5.932984987,-2.346559988,14.86486531,8.826016003,20.60769867,-2.3188381,15.88696207,9777
67,2004,1969,1999,-9.541826789,5.965898875,-2.201211345,14.88923347,8.833302652,20.62669554,-2.327549999,15.95402032,9777
68,2005,1970,2000,-9.328082251,6.076119684,-2.107233844,14.94202276,8.912396211,20.68189894,-2.232306959,15.99186092,9777
69,2006,1971,2001,-9.328082251,6.110062124,-1.875871694,15.04059615,8.912396211,20.70758881,-2.330828681,15.9435635,9777
70,2007,1972,2002,-9.21804849,6.291479474,-1.6656952,15.02809314,9.074987761,20.71368175,-2.257137192,15.99186092,9777
71,2008,1973,2003,-9.409527677,6.291827582,-1.682143303,15.11921537,9.174398989,20.96873339,-2.217003211,16.01793601,9777
72,2009,1974,2004,-9.37270148,6.333452962,-1.597592107,15.10676426,9.174398989,20.96873339,-2.182965559,15.96151622,9777
73,2010,1975,2005,-9.451292821,6.238992876,-1.825186074,15.159882,9.268086542,20.97725903,-2.345116118,15.96151622,9777
74,2011,1976,2006,-9.554688222,6.298668691,-1.9489721,15.14813588,9.287516099,21.09037971,-2.276464528,16.02381875,9777
75,2012,1977,2007,-9.415803545,6.485767514,-1.835931698,15.17444673,9.304487329,21.11080862,-2.386246635,16.03214565,9777
76,2013,1978,2008,-9.425924937,6.575583522,-1.825186074,15.28289463,9.304487329,21.12650035,-2.414123701,16.09222395,9777
77,2014,1979,2009,-9.492450888,6.40329433,-1.839033066,15.39167971,9.33884348,21.16225288,-2.330828681,16.09468277,9777
78,2015,1980,2010,-9.425924937,6.310082818,-1.960859098,15.29985492,9.366872185,21.2744216,-2.330828681,16.02068643,9777
79,2016,1981,2011,-9.328315683,6.383688844,-1.9489721,15.39167971,9.508445739,21.28649418,-2.059323403,16.09376822,9777
80,2017,1982,2012,-9.442315094,6.503520732,-1.939860202,15.40838999,9.56910587,21.36688188,-1.949304764,16.09376822,9777
81,2018,1983,2013,-9.425924937,6.434137733,-2.019191496,15.37955332,9.508445739,21.44302489,-2.169359999,16.0061872,9777
82,2019,1984,2014,-9.341244876,6.370984491,-2.019191496,15.39167971,9.553255226,21.38877593,-1.821964045,16.00960441,9777
83,2020,1985,2015,-9.244372018,6.435254248,-1.840601208,15.42353632,9.635459015,21.57443941,-1.91594217,15.99186092,9777
84,2000,1965,1995,-8.70084028,5.921499475,-1.153412976,15.69022815,9.450059654,21.49479556,-1.42215381,16.34761494,9776
85,2001,1966,1996,-8.732080901,5.900039308,-1.134381786,15.73626319,9.483140081,21.48178703,-1.421195281,16.34761494,9776
86,2002,1967,1997,-8.627337626,5.891158193,-1.086762998,15.69022815,9.534672335,21.47927686,-1.313778153,16.34761494,9776
87,2003,1968,1998,-8.472956808,5.900039308,-1.153412976,15.75310622,9.607391935,21.49479556,-1.479600479,16.30430436,9776
88,2004,1969,1999,-8.474199263,5.908316302,-1.018150644,15.76870442,9.607391935,21.48602839,-1.557831537,16.47602263,9776
89,2005,1970,2000,-8.336095551,5.986966289,-0.948305515,15.78067089,9.783477574,21.49072568,-1.480908188,16.45129975,9776
90,2006,1971,2001,-8.336095551,6.058173006,-0.791611869,15.84446986,9.783477574,21.55854874,-1.607400137,16.44035207,9776
91,2007,1972,2002,-8.214982318,6.249144877,-0.61447506,15.83048013,9.891861208,21.55854874,-1.479600479,16.45129589,9776
92,2008,1973,2003,-8.379450719,6.271657075,-0.648328719,15.953395,10.00954886,21.73533847,-1.461032933,16.50300476,9776
93,2009,1974,2004,-8.336095551,6.308599362,-0.52402618,15.89697373,10.01913643,21.73796763,-1.394151698,16.50300476,9776
94,2010,1975,2005,-8.403121777,6.249144877,-0.653175377,15.9779581,10.06588854,21.80819473,-1.560375025,16.51558452,9776
95,2011,1976,2006,-8.403121777,6.289567037,-0.794291377,15.9779581,10.08696827,21.89775359,-1.479600479,16.5512166,9776
96,2012,1977,2007,-8.229522212,6.490347177,-0.61447506,16.11881329,10.13184673,21.89044573,-1.560956221,16.5631847,9776
97,2013,1978,2008,-8.22797928,6.505936303,-0.653175377,16.21366957,10.11553247,21.91856213,-1.560956221,16.60172979,9776
98,2014,1979,2009,-8.266673549,6.45456565,-0.677636716,16.36710527,10.19395863,21.93806102,-1.501350848,16.62354971,9776
99,2015,1980,2010,-8.135869916,6.366130316,-0.856636674,16.25678151,10.21057092,22.00082452,-1.501350848,16.616731,9776
100,2016,1981,2011,-7.991522936,6.444547554,-0.811329134,16.38646426,10.36708449,22.09031308,-1.320008358,16.67409334,9776
101,2017,1982,2012,-8.049317176,6.464124571,-0.811329134,16.40438448,10.4382572,22.13551351,-1.270561236,16.67956052,9776
102,2018,1983,2013,-8.049317176,6.464124571,-0.885041271,16.39240364,10.40074879,22.25692989,-1.320008358,16.64631494,9776
103,2019,1984,2014,-8.011447926,6.443946816,-0.869589932,16.39860753,10.4382572,22.20033816,-1.121921826,16.67956052,9776
104,2020,1985,2015,-7.983603983,6.457953172,-0.56287754,16.43111278,10.49578451,22.35304725,-1.230898434,16.67409334,9776
105,2000,1965,1995,-8.745023883,6.470619199,-0.426213683,16.15205003,10.52769534,21.79626497,-1.060027252,16.21701558,9775
106,2001,1966,1996,-8.792667347,6.411579603,-0.40684458,16.20664462,10.53524495,21.78336309,-0.999738848,16.21701558,9775
107,2002,1967,1997,-8.735577408,6.390633201,-0.3469736,16.18514159,10.57984443,21.77649222,-0.844806104,16.22301412,9775
108,2003,1968,1998,-8.702309986,6.397390655,-0.430285245,16.20820969,10.62712284,21.80959835,-0.964053389,16.21701558,9775
109,2004,1969,1999,-8.660582091,6.470619199,-0.344520511,16.20820969,10.63468118,21.84483587,-1.052285548,16.35864287,9775
110,2005,1970,2000,-8.607817185,6.558822262,-0.259931858,16.22293157,10.7353837,21.85003606,-0.856040039,16.42200419,9775
111,2006,1971,2001,-8.624578864,6.573668244,0.023130356,16.29795215,10.73167926,21.89343022,-0.886973698,16.38894144,9775
112,2007,1972,2002,-8.568686708,6.751973884,0.147279258,16.29256162,10.7726814,21.89343022,-0.765610051,16.43060671,9775
113,2008,1973,2003,-8.637305896,6.761937103,0.147279258,16.37248717,10.8464348,22.07593655,-0.718113552,16.4802252,9775
114,2009,1974,2004,-8.59448138,6.867405162,0.125572283,16.36393979,10.85446705,22.07593655,-0.671929496,16.4802252,9775
115,2010,1975,2005,-8.660413566,6.781044686,-0.00667755,16.44836116,10.90818835,22.10942457,-0.856040039,16.51497457,9775
116,2011,1976,2006,-8.678440685,6.816456777,-0.194042962,16.4380072,10.90818835,22.3204196,-0.711737278,16.51497457,9775
117,2012,1977,2007,-8.608686607,6.978370181,0.061010428,16.52892519,10.98695396,22.36902803,-0.93868015,16.51497457,9775
118,2013,1978,2008,-8.607817185,6.999059316,0.06894644,16.6145015,10.98695396,22.41180989,-1.017874325,16.5207054,9775
119,2014,1979,2009,-8.690733311,6.987605332,0.052212545,16.69331783,11.10358749,22.42818803,-0.886973698,16.56507964,9775
120,2015,1980,2010,-8.624308316,6.931576855,-0.194042962,16.6145015,11.1584737,22.53579035,-1.035069311,16.53264712,9775
121,2016,1981,2011,-8.564600778,6.973531629,-0.194042962,16.77790704,11.28283613,22.57817905,-0.765610051,16.58850896,9775
122,2017,1982,2012,-8.634274247,7.004118011,-0.194042962,16.80587956,11.36549066,22.65492916,-0.678959813,16.65423519,9775
123,2018,1983,2013,-8.543321074,6.999059316,-0.430285245,16.78723729,11.34327173,22.72928394,-0.765610051,16.65423519,9775
124,2019,1984,2014,-8.414663105,6.973347043,-0.378034037,16.79966588,11.38196528,22.69685587,-0.635010699,16.70215392,9775
125,2020,1985,2015,-8.347984126,7.008006594,-0.169276803,16.81252718,11.44634576,22.90004256,-0.59386223,16.65423519,9775
126,2000,1965,1995,-8.851104681,6.692206824,-0.419857361,16.05357858,10.54257143,21.72582187,-0.963354229,16.19567601,9774
127,2001,1966,1996,-8.93110502,6.650598444,-0.388848849,16.11535247,10.5497273,21.71285905,-0.932563282,16.19567601,9774
128,2002,1967,1997,-8.811647093,6.630740801,-0.328169489,16.10872628,10.60319163,21.70802911,-0.890361303,16.21897696,9774
129,2003,1968,1998,-8.788078071,6.65261756,-0.419857361,16.1272833,10.64561355,21.75609035,-0.932563282,16.20203338,9774
130,2004,1969,1999,-8.773317581,6.727539924,-0.301030236,16.13563515,10.66535696,21.76020804,-0.942866312,16.36003004,9774
131,2005,1970,2000,-8.644806703,6.825568446,-0.228203596,16.13563515,10.78010824,21.76020804,-0.920809507,16.38055956,9774
132,2006,1971,2001,-8.640843615,6.869153209,-0.005762299,16.28851456,10.78010824,21.79322382,-0.920809507,16.37339526,9774
133,2007,1972,2002,-8.553164823,6.996427631,0.062935638,16.27273577,10.84590467,21.80368179,-0.84531948,16.39929675,9774
134,2008,1973,2003,-8.641037951,7.010298712,0.062935638,16.37313066,10.91097955,22.04402493,-0.697084908,16.44924834,9774
135,2009,1974,2004,-8.609032045,7.066381181,0.03891362,16.3617348,10.91097955,22.05250169,-0.685509582,16.43141745,9774
136,2010,1975,2005,-8.656176122,7.009384741,-0.098366295,16.51222747,10.96794902,22.15635018,-0.921704677,16.50867892,9774
137,2011,1976,2006,-8.734841963,7.052485192,-0.222638836,16.46839697,10.96044522,22.21636728,-0.725177745,16.5115608,9774
138,2012,1977,2007,-8.616433971,7.14333826,-0.005762299,16.51222747,11.00239672,22.25514769,-0.924216289,16.4622654,9774
139,2013,1978,2008,-8.616076728,7.189361121,-0.005762299,16.57901996,11.00239672,22.30272674,-0.942866312,16.52197582,9774
140,2014,1979,2009,-8.788078071,7.177406205,-0.032957356,16.6329891,11.13390928,22.3264902,-0.924216289,16.56699044,9774
141,2015,1980,2010,-8.656176122,7.088555526,-0.226158615,16.57901996,11.15656193,22.46265847,-0.963354229,16.52197582,9774
142,2016,1981,2011,-8.600201654,7.116716912,-0.226158615,16.65740853,11.25371346,22.50795524,-0.887977808,16.57216725,9774
143,2017,1982,2012,-8.740016313,7.183255203,-0.226158615,16.67881035,11.34870875,22.54887486,-0.708017125,16.64177966,9774
144,2018,1983,2013,-8.558057229,7.139857537,-0.422586288,16.65740853,11.32437638,22.59775403,-0.787133731,16.64177966,9774
145,2019,1984,2014,-8.483440928,7.10492871,-0.364848623,16.66983153,11.36622027,22.57814183,-0.564909621,16.66609224,9774
146,2020,1985,2015,-8.427736486,7.116716912,-0.226158615,16.68119021,11.43444325,22.75786914,-0.545984627,16.64177966,9774
147,2000,1965,1995,-8.699556555,6.815793251,-0.014658272,16.59416041,10.91881945,22.1915373,-0.707157757,16.55594215,9773
148,2001,1966,1996,-8.788472182,6.773749181,-0.000942918,16.60185669,10.93700701,22.18767515,-0.665060991,16.55594215,9773
149,2002,1967,1997,-8.670245509,6.751963184,0.091894104,16.60185669,10.98013839,22.18333108,-0.581799408,16.45836379,9773
150,2003,1968,1998,-8.64224514,6.751963184,-0.000942918,16.61102663,11.00023901,22.19687211,-0.63448283,16.44353972,9773
151,2004,1969,1999,-8.552571944,6.806281811,0.091894104,16.61102663,11.04581924,22.20345605,-0.652851493,16.64044685,9773
152,2005,1970,2000,-8.465616269,6.915644634,0.191289352,16.66369365,11.13564662,22.25296003,-0.605882775,16.66206181,9773
153,2006,1971,2001,-8.465616269,6.925781,0.454053741,16.84286879,11.13298227,22.29814126,-0.635679067,16.64848392,9773
154,2007,1972,2002,-8.362585445,7.047271467,0.596501332,16.81882296,11.20204882,22.29814126,-0.581799408,16.6701032,9773
155,2008,1973,2003,-8.385654233,7.053250539,0.596501332,16.95988924,11.29719743,22.50556589,-0.494332963,16.70714917,9773
156,2009,1974,2004,-8.342795014,7.088504905,0.514794526,16.89610186,11.32649726,22.52537715,-0.476428671,16.68025303,9773
157,2010,1975,2005,-8.409302241,7.029595619,0.413179374,17.03994697,11.383757,22.60921029,-0.587172033,16.76926509,9773
158,2011,1976,2006,-8.409302241,7.043716373,0.218184513,17.02129305,11.383757,22.74996848,-0.494332963,16.83949868,9773
159,2012,1977,2007,-8.32366802,7.20152852,0.416668336,17.06556671,11.40110805,22.76095585,-0.597858887,16.7881579,9773
160,2013,1978,2008,-8.323202216,7.222056931,0.424619981,17.14609226,11.40110805,22.76936365,-0.665060991,16.84300316,9773
161,2014,1979,2009,-8.417576506,7.192739744,0.413179374,17.16645999,11.50866812,22.78287697,-0.605882775,16.89396052,9773
162,2015,1980,2010,-8.332425037,7.087171481,0.216319095,17.13146003,11.52423102,22.84687967,-0.667820175,16.85432759,9773
163,2016,1981,2011,-8.266441339,7.128408478,0.191289352,17.1634482,11.63789128,22.88580379,-0.587172033,16.90668177,9773
164,2017,1982,2012,-8.409302241,7.200263022,0.191289352,17.21112573,11.68785163,22.95815147,-0.476428671,16.93839149,9773
165,2018,1983,2013,-8.175481294,7.158309342,-0.055974501,17.19228836,11.65733123,23.0511409,-0.569687939,16.91488724,9773
166,2019,1984,2014,-8.100632483,7.123656788,-0.040809907,17.20209088,11.68785163,23.01402546,-0.429995265,16.93839149,9773
167,2020,1985,2015,-8.019389648,7.20152852,0.191289352,17.20721151,11.81492207,23.23011727,-0.395650871,16.91488724,9773
168,2000,1965,1995,-8.880606801,6.886088686,-0.357683547,16.33083431,10.52651269,22.08624563,-1.043780259,16.57006169,9772
169,2001,1966,1996,-8.988805461,6.755710651,-0.357683547,16.40849495,10.53217215,22.06673359,-0.98338595,16.57006169,9772
170,2002,1967,1997,-8.87358317,6.720108946,-0.319959761,16.40849495,10.5676701,22.05189481,-0.835960898,16.56238981,9772
171,2003,1968,1998,-8.86247405,6.732227857,-0.360116777,16.41248235,10.5892109,22.1060507,-0.962027875,16.54492493,9772
172,2004,1969,1999,-8.803459523,6.807655905,-0.313966221,16.41248235,10.62865619,22.13033396,-0.98338595,16.68724293,9772
173,2005,1970,2000,-8.705573176,6.981382304,-0.250156648,16.50981115,10.84607698,22.13033396,-0.917978499,16.7060829,9772
174,2006,1971,2001,-8.705573176,7.052218529,0.019407854,16.64568816,10.86542912,22.15629573,-0.962027875,16.68724293,9772
175,2007,1972,2002,-8.63237496,7.162568224,0.160736571,16.63370615,10.89823357,22.14111114,-0.917978499,16.7060829,9772
176,2008,1973,2003,-8.78861239,7.174886837,0.087582265,16.75357946,10.98279002,22.40409711,-0.787451286,16.74634305,9772
177,2009,1974,2004,-8.705573176,7.245006156,0.082224643,16.71176392,10.98279002,22.38947814,-0.737441364,16.7060829,9772
178,2010,1975,2005,-8.845634126,7.174721506,-0.028143527,16.82569421,11.02130864,22.4370017,-0.94300459,16.73736459,9772
179,2011,1976,2006,-8.863524552,7.187959811,-0.201353436,16.75096218,11.00761328,22.62323445,-0.787451286,16.73736459,9772
180,2012,1977,2007,-8.743655637,7.429757806,0.019354562,16.81788537,11.06937548,22.60860224,-0.98338595,16.72057623,9772
181,2013,1978,2008,-8.740924336,7.467511537,0.038307655,16.87573426,11.06937548,22.617785,-1.031874384,16.71491281,9772
182,2014,1979,2009,-8.880537967,7.449786686,0.012390684,16.92601573,11.098875,22.62843584,-0.982330519,16.75072364,9772
183,2015,1980,2010,-8.705573176,7.261628303,-0.201353436,16.84149788,11.13375566,22.7318381,-1.033552121,16.7060829,9772
184,2016,1981,2011,-8.574107039,7.30688927,-0.238719043,16.92601573,11.321894,22.78249328,-0.832588338,16.75072364,9772
185,2017,1982,2012,-8.788298407,7.449786686,-0.238719043,16.95160736,11.39750635,22.84181775,-0.742235435,16.81762555,9772
186,2018,1983,2013,-8.528269388,7.362145366,-0.442088479,16.92601573,11.35898207,22.91750673,-0.832588338,16.81172702,9772
187,2019,1984,2014,-8.476726513,7.261234906,-0.43100377,16.93648098,11.39750635,22.87753548,-0.693262092,16.81762555,9772
188,2020,1985,2015,-8.38161227,7.318861095,-0.260435872,16.98541498,11.43477234,23.05812736,-0.674833244,16.77656139,9772
189,2000,1965,1995,-9.175544632,6.848438674,-0.317824099,16.54785824,10.58656702,22.15533312,-0.976214861,16.55431691,9771
190,2001,1966,1996,-9.196803435,6.802703934,-0.323859574,16.60738793,10.57776297,22.14660428,-0.935765467,16.54654457,9771
191,2002,1967,1997,-9.153713587,6.777334756,-0.289848698,16.61816764,10.61627528,22.12941207,-0.882671935,16.53669069,9771
192,2003,1968,1998,-9.15231872,6.802499221,-0.342452307,16.62497109,10.68413268,22.15233217,-0.929931734,16.51524343,9771
193,2004,1969,1999,-8.885687519,6.814446052,-0.265364534,16.63861983,10.7452036,22.16822791,-0.94243205,16.66659896,9771
194,2005,1970,2000,-8.870782457,6.915107155,-0.208526119,16.6688198,10.88323214,22.19373115,-0.904353959,16.67758109,9771
195,2006,1971,2001,-8.882161482,7.031620917,0.09840194,16.77173294,10.90818802,22.22058533,-0.935765467,16.61500488,9771
196,2007,1972,2002,-8.827486907,7.119965989,0.226785327,16.76774329,10.97267405,22.15268193,-0.890030137,16.67758109,9771
197,2008,1973,2003,-8.901328597,7.128365036,0.191564005,16.83714353,11.00920173,22.3860568,-0.828104,16.76379819,9771
198,2009,1974,2004,-8.882161482,7.212249224,0.176948056,16.81046677,11.00920173,22.35539893,-0.815445367,16.64456549,9771
199,2010,1975,2005,-9.00225989,7.127202886,0.037474439,16.86946016,11.02127996,22.41698811,-0.929931734,16.77162803,9771
200,2011,1976,2006,-9.00225989,7.158286453,-0.240507888,16.84901575,11.03694682,22.50300781,-0.882671935,16.76983811,9771
201,2012,1977,2007,-8.871447903,7.32937435,0.04346022,16.87959666,11.05743553,22.49646327,-0.935765467,16.76379819,9771
202,2013,1978,2008,-8.870782457,7.390792599,0.078921361,16.95446914,11.05743553,22.50300781,-0.961701041,16.76983811,9771
203,2014,1979,2009,-9.00225989,7.339463607,0.04346022,17.00110558,11.23337845,22.51616555,-0.935765467,16.80146602,9771
204,2015,1980,2010,-8.837283588,7.257424672,-0.175349802,16.95446914,11.30466216,22.61125892,-0.962277424,16.76983811,9771
205,2016,1981,2011,-8.815026462,7.267376188,-0.228620462,17.00889302,11.39347501,22.71437923,-0.919875183,16.80452925,9771
206,2017,1982,2012,-8.884900137,7.339463607,-0.228620462,17.09035549,11.44493152,22.79430415,-0.811258023,16.82673397,9771
207,2018,1983,2013,-8.539800298,7.307396803,-0.436126665,17.04017043,11.41012711,22.87349003,-0.882671935,16.80979964,9771
208,2019,1984,2014,-8.486964413,7.258388708,-0.426418103,17.04861939,11.44493152,22.85663763,-0.711077686,16.82055994,9771
209,2020,1985,2015,-8.462955803,7.32937435,-0.256631173,17.0930495,11.52605141,23.03744885,-0.696623514,16.80979964,9771
210,2000,1965,1995,-9.000054078,6.449977515,-0.850022526,15.95002234,9.999979721,21.79999924,-1.399999976,16.35002196,9764
211,2001,1966,1996,-9.100000381,6.407496708,-0.850022526,16.0,10.0,21.77253683,-1.399999976,16.35002196,9764
212,2002,1967,1997,-8.999961695,6.357512529,-0.822510143,16.0,10.04997766,21.7500676,-1.199954923,16.35002196,9764
213,2003,1968,1998,-8.907496267,6.400000095,-0.850022526,16.0,10.1275079,21.80004526,-1.399999976,16.29999924,9764
214,2004,1969,1999,-8.860017873,6.449977515,-0.750022532,16.0,10.1000249,21.80004526,-1.399999976,16.45002234,9764
