,year,hist0,hist1,winter05,winter95,spring05,spring95,summer05,summer95,autumn05,autumn95,Kreise_Code
591,2003,1968,1998,-8.201444466,7.125872238,0.033153521,16.77708269,11.15361426,22.79494001,-0.467608167,16.74990416,9575
592,2004,1969,1999,-8.093892264,7.18622897,0.075972233,16.76416764,11.17812829,22.84504166,-0.496408635,17.1006515,9575
593,2005,1970,2000,-7.982168844,7.321184156,0.164403906,16.8950414,11.29576333,22.80720178,-0.425474608,17.14227517,9575
594,2006,1971,2001,-7.974351351,7.372890093,0.435443255,17.04951933,11.24927833,22.87979125,-0.496408635,17.11619532,9575
595,2007,1972,2002,-7.893293298,7.467160008,0.561637079,16.96409215,11.31893865,22.86368175,-0.425474608,17.13421199,9575
596,2008,1973,2003,-7.974770321,7.502032119,0.50399218,17.08335756,11.3457145,22.98443838,-0.383012459,17.15771882,9575
597,2009,1974,2004,-7.882977821,7.597247136,0.454524497,17.05088128,11.33980804,22.98443838,-0.362233048,17.14227517,9575
598,2010,1975,2005,-7.974351351,7.455193709,0.37502833,17.10772383,11.3457145,23.01118437,-0.460928309,17.17701824,9575
599,2011,1976,2006,-7.989192772,7.467160008,0.098778166,17.09080732,11.3457145,23.07294298,-0.362233048,17.17984541,9575
600,2012,1977,2007,-7.884043547,7.633241227,0.308415833,17.10346914,11.3869453,22.98443838,-0.383012459,17.17963183,9575
601,2013,1978,2008,-7.883473157,7.686615802,0.295944459,17.23065287,11.39803485,23.02194088,-0.425474608,17.17984541,9575
602,2014,1979,2009,-8.063769582,7.649327285,0.291550638,17.29698003,11.46222399,23.03155194,-0.362233048,17.24174443,9575
603,2015,1980,2010,-7.989192772,7.555831258,0.098778166,17.19327337,11.46222399,23.0891367,-0.410955685,17.21183797,9575
604,2016,1981,2011,-7.893334465,7.627229866,0.097008489,17.25628315,11.50892504,23.10148661,-0.323035278,17.25023418,9575
605,2017,1982,2012,-8.013717633,7.699068866,0.097008489,17.36567359,11.54984954,23.13220644,-0.273740557,17.28313951,9575
606,2018,1983,2013,-7.822471204,7.686615802,0.002348187,17.34080792,11.53686777,23.21228923,-0.323035278,17.22573954,9575
607,2019,1984,2014,-7.800920423,7.686615802,0.008290897,17.36567359,11.5937107,23.16250851,-0.186455589,17.22655792,9575
608,2020,1985,2015,-7.752678765,7.768186244,0.109297448,17.40217134,11.69452027,23.38462508,-0.160213976,17.21183797,9575
609,2000,1965,1995,-8.687729326,6.278372476,-0.618093275,16.3025372,10.44831423,21.93203473,-0.969094775,16.11877552,9574
610,2001,1966,1996,-8.857645144,6.237416507,-0.62521143,16.3418966,10.46371487,21.93931173,-0.956342031,16.11394289,9574
611,2002,1967,1997,-8.729246429,6.170725242,-0.589948106,16.35762127,10.46982643,21.93717408,-0.867948194,16.12497213,9574
612,2003,1968,1998,-8.704560359,6.324135619,-0.618093275,16.39222327,10.51155295,22.0390068,-1.000303556,16.11877552,9574
613,2004,1969,1999,-8.578103464,6.339843782,-0.479153899,16.39222327,10.58556417,22.06695499,-1.004209598,16.38426211,9574
614,2005,1970,2000,-8.380868261,6.523247814,-0.369280545,16.52734077,10.63084232,22.06901987,-0.969094775,16.42500073,9574
615,2006,1971,2001,-8.364589355,6.533417855,-0.213527216,16.63033396,10.6231768,22.17130531,-1.018676632,16.42033922,9574
616,2007,1972,2002,-8.357716356,6.691946858,-0.114140179,16.64110593,10.6681507,22.21937237,-0.969094775,16.46009231,9574
617,2008,1973,2003,-8.34314714,6.698167956,-0.150048899,16.79552642,10.72029314,22.40413035,-0.898574098,16.54371192,9574
618,2009,1974,2004,-8.287154536,6.783006085,-0.169155246,16.77599355,10.72364614,22.52010775,-0.867948194,16.55003405,9574
619,2010,1975,2005,-8.294946019,6.689498337,-0.224124305,16.86655655,10.72644196,22.5920861,-0.966383165,16.59428448,9574
620,2011,1976,2006,-8.357716356,6.705879895,-0.373353026,16.81960873,10.72644196,22.81978038,-0.836861921,16.61444708,9574
621,2012,1977,2007,-8.255383404,6.799973989,-0.220543306,16.98210614,10.76452303,22.73368311,-0.956342031,16.60884317,9574
622,2013,1978,2008,-8.255164603,6.822981015,-0.232871009,17.03801282,10.76452303,22.77074735,-0.986533003,16.63366872,9574
623,2014,1979,2009,-8.357716356,6.810661565,-0.253418311,17.09085732,10.91084756,22.79827339,-0.867948194,16.69010592,9574
624,2015,1980,2010,-8.302365724,6.783006085,-0.338734074,17.01109892,10.91084756,22.9008993,-0.966383165,16.67373821,9574
625,2016,1981,2011,-8.205080389,6.808706911,-0.346644793,17.08909456,10.97976604,22.91321653,-0.773852352,16.72652751,9574
626,2017,1982,2012,-8.292993733,6.846413334,-0.346644793,17.18764925,11.0452606,23.03209636,-0.644856824,16.76360011,9574
627,2018,1983,2013,-8.066700977,6.846413334,-0.471151065,17.15904146,11.02420093,23.16227034,-0.721931411,16.77577504,9574
628,2019,1984,2014,-7.955307781,6.841234968,-0.434249307,17.211221,11.0656577,23.14550965,-0.539331246,16.89587292,9574
629,2020,1985,2015,-7.937174517,7.019106935,-0.321543465,17.24000723,11.21265253,23.36117134,-0.519923474,16.89587292,9574
630,2000,1965,1995,-8.259925192,6.986960689,0.001576276,16.93335236,11.13317002,22.9737677,-0.550534647,16.77594601,9573
631,2001,1966,1996,-8.337642307,6.92620471,-0.051903367,16.94943777,11.17541929,22.96997985,-0.486896061,16.76440806,9573
632,2002,1967,1997,-8.333484424,6.878840581,-0.023485244,16.94538448,11.17541929,22.9650565,-0.410830811,16.76199622,9573
633,2003,1968,1998,-8.293549608,6.944483253,-0.053843924,16.94538448,11.20297211,22.98820129,-0.550534647,16.71403131,9573
634,2004,1969,1999,-8.240143123,7.000895829,0.058665131,16.92612088,11.24632068,23.0093118,-0.554634225,16.96212712,9573
635,2005,1970,2000,-8.07653076,7.142944381,0.177959945,17.02318094,11.36250976,23.00431223,-0.498424544,17.02639439,9573
636,2006,1971,2001,-8.08792007,7.149940491,0.359074269,17.22317852,11.30866736,23.06913019,-0.563776313,16.96212712,9573
637,2007,1972,2002,-8.043019109,7.285536241,0.566294732,17.17044305,11.38953228,23.06303708,-0.498424544,17.02639439,9573
638,2008,1973,2003,-8.076704506,7.312584793,0.518503666,17.29511877,11.43559713,23.18944558,-0.410830811,17.08680429,9573
639,2009,1974,2004,-7.995318334,7.373274571,0.485994836,17.23713378,11.43841637,23.1874807,-0.401649393,17.07181158,9573
640,2010,1975,2005,-8.00648546,7.254427149,0.306476394,17.35341805,11.45359995,23.19555856,-0.467037046,17.08830272,9573
641,2011,1976,2006,-8.043019109,7.285536241,0.114108805,17.31039395,11.46137789,23.35972332,-0.391848596,17.11563966,9573
642,2012,1977,2007,-7.897564895,7.41789998,0.306476394,17.36934409,11.52153221,23.22866647,-0.402608875,17.08830272,9573
643,2013,1978,2008,-7.897149331,7.452906382,0.288022492,17.45108992,11.51925965,23.25571941,-0.467037046,17.11563966,9573
644,2014,1979,2009,-8.00648546,7.434878345,0.265458491,17.49582609,11.60488224,23.27040503,-0.401649393,17.16269087,9573
645,2015,1980,2010,-7.975516034,7.331707852,0.114108805,17.40927734,11.61367313,23.39321135,-0.480205539,17.12393773,9573
646,2016,1981,2011,-7.855500037,7.41789998,0.114108805,17.45796135,11.67131983,23.40402739,-0.39920146,17.22563628,9573
647,2017,1982,2012,-7.926586466,7.467591944,0.114108805,17.58000622,11.70747105,23.45310489,-0.314928681,17.22563628,9573
648,2018,1983,2013,-7.693153473,7.460643024,-0.079212265,17.5580188,11.69457928,23.52905193,-0.39920146,17.16172992,9573
649,2019,1984,2014,-7.504550553,7.454473286,-0.057121344,17.58000622,11.71317648,23.49296505,-0.206727431,17.20739911,9573
650,2020,1985,2015,-7.494040058,7.530158819,0.116881615,17.58449576,11.79554144,23.70326559,-0.17362058,17.17022951,9573
651,2000,1965,1995,-8.152047508,7.126943282,0.19415148,17.00652926,11.30081536,22.90632598,-0.557860846,16.74404589,9572
652,2001,1966,1996,-8.275991993,7.067574276,0.19415148,17.11084484,11.30268961,22.91055014,-0.383670841,16.73163196,9572
653,2002,1967,1997,-8.195399774,7.008745897,0.22901827,17.14765303,11.31032406,22.90840728,-0.36334647,16.7155367,9572
654,2003,1968,1998,-8.170360893,7.138161556,0.19415148,17.18167331,11.31649974,22.9256372,-0.488938734,16.73163196,9572
655,2004,1969,1999,-8.121707606,7.196451246,0.264022256,17.18167331,11.4347936,22.94160031,-0.557860846,16.9249262,9572
656,2005,1970,2000,-8.005789893,7.286630638,0.356837547,17.32380415,11.50463903,22.92281236,-0.443510328,16.94301796,9572
657,2006,1971,2001,-8.005789893,7.303204886,0.532173828,17.43940625,11.49109343,22.98242771,-0.526939397,16.92598178,9572
658,2007,1972,2002,-7.912422571,7.413817898,0.627512126,17.36772474,11.52984909,22.99025382,-0.443510328,16.96238795,9572
659,2008,1973,2003,-7.871883412,7.47185855,0.591034859,17.52142235,11.60631381,23.19631855,-0.36334647,16.99311879,9572
660,2009,1974,2004,-7.848105137,7.52072813,0.554598119,17.49671549,11.60432898,23.19631855,-0.327305064,16.98174745,9572
661,2010,1975,2005,-7.85498371,7.415122248,0.464553657,17.57744234,11.63667986,23.24072674,-0.36334647,17.02248109,9572
662,2011,1976,2006,-7.870590176,7.483926432,0.35309427,17.5469128,11.66408501,23.42838755,-0.312189527,17.05579048,9572
663,2012,1977,2007,-7.664795867,7.633900354,0.440614565,17.60242448,11.70193107,23.27324824,-0.332311531,17.04628219,9572
664,2013,1978,2008,-7.664734788,7.667617163,0.439549599,17.71365753,11.70568485,23.29063015,-0.336199196,17.05579048,9572
665,2014,1979,2009,-7.870590176,7.639024914,0.437912756,17.74508845,11.79837652,23.3110125,-0.329671069,17.14324203,9572
666,2015,1980,2010,-7.785330758,7.528279642,0.356837547,17.67977982,11.81324025,23.42907892,-0.333835982,17.09323629,9572
667,2016,1981,2011,-7.632971023,7.633900354,0.35309427,17.71365753,11.89373176,23.45057285,-0.275223992,17.18635915,9572
668,2017,1982,2012,-7.8496456,7.687188703,0.35309427,17.82279242,11.92548158,23.53427084,-0.253234927,17.18723799,9572
669,2018,1983,2013,-7.512444041,7.687188703,0.212727271,17.7853101,11.90433477,23.66764948,-0.289564066,17.18723799,9572
670,2019,1984,2014,-7.367313938,7.667617163,0.253132513,17.82279242,11.92748697,23.57728551,-0.067721744,17.23563041,9572
671,2020,1985,2015,-7.346732162,7.733304291,0.360810895,17.82666975,11.99514778,23.80466397,0.008702023,17.2076687,9572
672,2000,1965,1995,-8.62326422,6.699494243,-0.389703106,16.32937415,10.53896267,22.35847828,-0.922293416,16.50000025,9571
673,2001,1966,1996,-8.736777003,6.650581789,-0.389703106,16.37688173,10.57105614,22.36496022,-0.881903751,16.50000025,9571
674,2002,1967,1997,-8.630604964,6.5781785,-0.342638297,16.36901159,10.58574302,22.35847828,-0.782511878,16.5163007,9571
675,2003,1968,1998,-8.630604964,6.687762219,-0.389703106,16.36901159,10.63730201,22.39156047,-0.922293416,16.51351684,9571
676,2004,1969,1999,-8.540994739,6.705875366,-0.306390542,16.36901159,10.65993212,22.41113445,-0.916025485,16.75357611,9571
677,2005,1970,2000,-8.436507778,6.765296756,-0.234710054,16.52387277,10.72662756,22.40787818,-0.818485091,16.80347051,9571
678,2006,1971,2001,-8.441871493,6.785749505,0.024486687,16.68848686,10.72508593,22.44910733,-0.922293416,16.7810194,9571
679,2007,1972,2002,-8.395166498,6.938967084,0.154734712,16.60638785,10.74102559,22.43615363,-0.881903751,16.80347051,9571
680,2008,1973,2003,-8.442533895,6.948628486,0.105692439,16.75570777,10.81085826,22.6593055,-0.78486554,16.84555263,9571
681,2009,1974,2004,-8.376224833,7.019942096,0.071726618,16.69668856,10.8195414,22.6593055,-0.762219696,16.82672371,9571
682,2010,1975,2005,-8.395166498,6.843644298,-0.093523974,16.77670037,10.86137353,22.73890287,-0.881903751,16.84963226,9571
683,2011,1976,2006,-8.436507778,6.88714432,-0.236188777,16.7665299,10.87705337,22.90720773,-0.762219696,16.88407943,9571
684,2012,1977,2007,-8.342300893,7.065481328,-0.136620126,16.85387862,10.88655139,22.79535339,-0.815781077,16.87286307,9571
685,2013,1978,2008,-8.342057215,7.175913458,-0.118420349,16.92288995,10.88021651,22.77994242,-0.818485091,16.91934549,9571
686,2014,1979,2009,-8.395762353,7.164512992,-0.139410572,16.9531906,10.98403498,22.79535339,-0.755618052,16.98144795,9571
687,2015,1980,2010,-8.344442599,7.016057739,-0.232086903,16.88211642,10.99288092,22.91833807,-0.818485091,16.91934549,9571
688,2016,1981,2011,-8.282039303,7.065481328,-0.234710054,16.93153873,11.11178512,22.91941552,-0.730154437,16.95642924,9571
689,2017,1982,2012,-8.341747131,7.199118347,-0.234710054,17.02047458,11.18814333,22.99872313,-0.652553619,16.99350332,9571
690,2018,1983,2013,-8.127908553,7.188462181,-0.386280178,16.96475508,11.16686289,23.0827919,-0.68116299,16.8980672,9571
691,2019,1984,2014,-7.986718354,7.188462181,-0.386280178,17.01392682,11.18814333,23.00515121,-0.49515106,16.91327571,9571
692,2020,1985,2015,-7.904292951,7.287774209,-0.263380618,17.02060037,11.30158514,23.25820512,-0.53174405,16.8980672,9571
693,2000,1965,1995,-8.300094689,7.099952656,0.049955114,17.22248979,11.42748673,23.22249399,-0.400047255,16.89999962,9565
694,2001,1966,1996,-8.457527006,7.049976328,0.02746102,17.24999764,11.44997618,23.2000216,-0.300094499,16.89995237,9565
695,2002,1967,1997,-8.350030616,7.007496449,0.099931492,17.24999764,11.44997618,23.20000076,-0.300047254,16.89999962,9565
696,2003,1968,1998,-8.307584015,7.099952656,0.077437398,17.24999764,11.47748456,23.29990097,-0.450023628,16.90004687,9565
697,2004,1969,1999,-8.160018938,7.100009354,0.17745866,17.24999764,11.5,23.3224466,-0.500047264,17.14997695,9565
698,2005,1970,2000,-7.865144036,7.249936214,0.299978746,17.40002088,11.60002611,23.29997377,-0.400047255,17.19995256,9565
699,2006,1971,2001,-7.950030795,7.300000191,0.549976387,17.54995058,11.60000038,23.37251251,-0.500047264,17.1500242,9565
700,2007,1972,2002,-7.865063712,7.400000095,0.600000024,17.52244221,11.64995521,23.39999962,-0.400047255,17.19995256,9565
701,2008,1973,2003,-7.95003317,7.400009545,0.577505902,17.67251742,11.69997876,23.62247707,-0.350023633,17.24997638,9565
702,2009,1974,2004,-7.849983606,7.507496449,0.549976387,17.65001904,11.69999981,23.62247707,-0.300047254,17.25002362,9565
703,2010,1975,2005,-7.850030819,7.399959934,0.427461032,17.79992695,11.69999981,23.64997695,-0.400000006,17.25002362,9565
704,2011,1976,2006,-7.950030795,7.400000095,0.249976383,17.75002362,11.69999981,23.79999924,-0.300000012,17.25002362,9565
705,2012,1977,2007,-7.799933804,7.549976328,0.477484654,17.8225152,11.74997638,23.74999764,-0.300094499,17.24997638,9565
706,2013,1978,2008,-7.799926716,7.599999905,0.400000006,17.94997146,11.74997638,23.75002362,-0.350070875,17.29995294,9565
707,2014,1979,2009,-7.865063712,7.557512939,0.400000006,17.95002343,11.87748465,23.75004489,-0.300000012,17.29999924,9565
708,2015,1980,2010,-7.807617125,7.549976328,0.249976383,17.94992894,11.89995285,23.85004474,-0.400000006,17.29999924,9565
709,2016,1981,2011,-7.750023625,7.550023577,0.249976383,17.95002343,11.94997618,23.85007125,-0.300000012,17.39999962,9565
710,2017,1982,2012,-7.800047201,7.600006992,0.249976383,18.05002382,12.05002382,23.94997618,-0.250023632,17.39999962,9565
711,2018,1983,2013,-7.657560295,7.599999905,0.027487007,18.02248945,12.04997657,24.07251327,-0.300000012,17.39999962,9565
712,2019,1984,2014,-7.550030664,7.599999905,0.104997639,18.05002382,12.07748468,24.04997657,-0.050023625,17.44997618,9565
713,2020,1985,2015,-7.420037876,7.649976232,0.299952755,18.09990493,12.15002372,24.24999764,-0.050023625,17.40004687,9565
714,2000,1965,1995,-8.111250337,7.148988637,0.218921217,17.47555352,11.5062788,23.41544788,-0.27505575,17.05457161,9564
715,2001,1966,1996,-8.266158814,7.130198472,0.218921217,17.51937221,11.55186474,23.41544788,-0.249995084,17.03126316,9564
716,2002,1967,1997,-8.205475227,7.113173777,0.285849061,17.51937221,11.55815258,23.39619144,-0.19220816,17.05467655,9564
717,2003,1968,1998,-8.18516199,7.146796396,0.226336409,17.51937221,11.55959369,23.42873793,-0.301595233,17.05467655,9564
718,2004,1969,1999,-7.950544347,7.178100403,0.343649314,17.51937221,11.60083829,23.46240361,-0.346879616,17.23129217,9564
719,2005,1970,2000,-7.782199321,7.317942154,0.385175958,17.60801419,11.67530017,23.44894133,-0.295535081,17.25467847,9564
720,2006,1971,2001,-7.789908187,7.373066088,0.558963406,17.78699156,11.65552783,23.49598184,-0.350105295,17.22956297,9564
721,2007,1972,2002,-7.75735043,7.462015834,0.722324156,17.73037005,11.7012537,23.50241533,-0.295535081,17.25467847,9564
722,2008,1973,2003,-7.740650772,7.488417825,0.695813208,17.87020681,11.82998193,23.69916762,-0.195417853,17.32030993,9564
723,2009,1974,2004,-7.670957372,7.606749043,0.632816238,17.85934915,11.82588873,23.63041858,-0.19220816,17.27821447,9564
724,2010,1975,2005,-7.68754568,7.425406633,0.516873058,17.91560126,11.83707762,23.70852655,-0.25160582,17.34681825,9564
725,2011,1976,2006,-7.758052546,7.487790228,0.35836206,17.90091891,11.82998193,23.89884114,-0.159448158,17.34681825,9564
726,2012,1977,2007,-7.620070905,7.634647275,0.544189048,17.93316331,11.87887156,23.74054804,-0.195416273,17.27821447,9564
727,2013,1978,2008,-7.618593556,7.65517916,0.516873058,18.03268314,11.86468346,23.75066583,-0.25160582,17.34996908,9564
728,2014,1979,2009,-7.739870707,7.640824497,0.49893372,18.05973738,11.99784442,23.75581037,-0.19220816,17.39518442,9564
729,2015,1980,2010,-7.686831851,7.595137541,0.376566638,17.97205826,12.00431569,23.90451723,-0.25160582,17.35475766,9564
730,2016,1981,2011,-7.597191836,7.636821388,0.370614301,18.03268314,12.02896785,23.91679565,-0.146934173,17.41401662,9564
731,2017,1982,2012,-7.670957372,7.670106149,0.370614301,18.13201187,12.06460942,24.03797557,-0.114047599,17.41726277,9564
732,2018,1983,2013,-7.469967928,7.66358583,0.197549434,18.08062614,12.06460942,24.09102726,-0.146934173,17.41726277,9564
733,2019,1984,2014,-7.387197882,7.654952238,0.218921217,18.13201187,12.07987379,24.06881024,-0.015723573,17.47017875,9564
734,2020,1985,2015,-7.321986241,7.706847515,0.397962383,18.14902829,12.17811058,24.22933435,0.023402444,17.46865686,9564
735,2000,1965,1995,-8.0,7.299952367,0.327508334,17.5,11.60000038,23.39999962,-0.200047592,17.10000038,9563
736,2001,1966,1996,-8.15751321,7.249976207,0.327508334,17.52253696,11.60002629,23.3725126,-0.200000003,17.05007157,9563
737,2002,1967,1997,-8.000047824,7.199999809,0.377484542,17.52253696,11.6499763,23.35002322,-0.200000003,17.10000038,9563
738,2003,1968,1998,-8.000007174,7.249976207,0.349976216,17.52253696,11.6499763,23.39999962,-0.2500238,17.10000038,9563
739,2004,1969,1999,-7.850071282,7.349976351,0.44997621,17.52253696,11.65000247,23.40002103,-0.300000012,17.29995261,9563
740,2005,1970,2000,-7.750071378,7.449976255,0.5,17.69997407,11.74997621,23.39999962,-0.200047592,17.29999924,9563
741,2006,1971,2001,-7.757553526,7.499952415,0.727486909,17.82248862,11.69999981,23.45004502,-0.300000012,17.25002379,9563
742,2007,1972,2002,-7.75003093,7.599959457,0.849976202,17.77251274,11.8000261,23.45004502,-0.200047592,17.29999924,9563
743,2008,1973,2003,-7.710042865,7.600009422,0.800000012,17.94997602,11.89999962,23.60004797,-0.200000003,17.34997564,9563
744,2009,1974,2004,-7.650023649,7.649976064,0.749976207,17.87253401,11.89999962,23.60002179,-0.100047587,17.30004778,9563
745,2010,1975,2005,-7.657512971,7.54997616,0.699952433,18.0,11.94997602,23.67250856,-0.150023795,17.34997564,9563
746,2011,1976,2006,-7.707544057,7.607529674,0.477463131,17.97251298,11.92748664,23.89999962,-0.100047587,17.39995203,9563
747,2012,1977,2007,-7.559990426,7.749976207,0.699978588,18.02248938,11.97748445,23.74997621,-0.14997621,17.34997564,9563
748,2013,1978,2008,-7.557486859,7.749976207,0.699952433,18.10000038,11.95000219,23.74999762,-0.150023795,17.39995203,9563
749,2014,1979,2009,-7.707544057,7.749976207,0.677463134,18.14997678,12.09997875,23.75002379,-0.100047587,17.39999962,9563
750,2015,1980,2010,-7.657512971,7.657479626,0.499978593,18.04999781,12.10000038,23.89999962,-0.150023795,17.39999962,9563
751,2016,1981,2011,-7.449985772,7.749976207,0.477463131,18.07251336,12.12746097,23.89999962,-0.100000001,17.5,9563
752,2017,1982,2012,-7.649983202,7.799959541,0.477463131,18.20002175,12.1499763,24.05002398,-0.050023793,17.5,9563
753,2018,1983,2013,-7.349983488,7.757472631,0.299978595,18.19997407,12.1499763,24.10000038,-0.100000001,17.5,9563
754,2019,1984,2014,-7.10004749,7.749976207,0.327486924,18.20002175,12.15000247,24.0999528,0.099952416,17.5499764,9563
755,2020,1985,2015,-7.100009422,7.849976351,0.527486921,18.22249395,12.30000019,24.22251536,0.14997621,17.50004759,9563
756,2000,1965,1995,-7.999926407,7.254997153,0.374987219,17.36124381,11.50249833,23.17501256,-0.299975882,16.92498796,9562
757,2001,1966,1996,-8.174972202,7.22498704,0.374987637,17.40874322,11.52498748,23.17501256,-0.200025355,16.89999917,9562
758,2002,1967,1997,-8.075000001,7.199975001,0.399953998,17.46125511,11.57500108,23.161282,-0.20002444,16.92498796,9562
759,2003,1968,1998,-8.011269325,7.253747788,0.374987637,17.52497416,11.57501221,23.18624564,-0.300000012,16.92498796,9562
760,2004,1969,1999,-7.915037884,7.305015851,0.400012603,17.52497416,11.62498708,23.21125579,-0.325012985,17.12498732,9562
761,2005,1970,2000,-7.732509522,7.378739601,0.450012797,17.66124536,11.70000212,23.18624564,-0.225012377,17.15000027,9562
762,2006,1971,2001,-7.774995344,7.42875887,0.69998864,17.77498773,11.65001276,23.24998598,-0.325012985,17.12498732,9562
763,2007,1972,2002,-7.678740587,7.578756179,0.849975423,17.7250198,11.72500094,23.24998598,-0.225012377,17.15000027,9562
764,2008,1973,2003,-7.625018027,7.62497135,0.799988634,17.82498512,11.82749986,23.43625642,-0.20002444,17.17501242,9562
765,2009,1974,2004,-7.599963438,7.650003067,0.73875495,17.79998703,11.8499996,23.43625642,-0.149976491,17.15004743,9562
766,2010,1975,2005,-7.603769016,7.578756179,0.699964169,17.89749814,11.89998879,23.50004584,-0.200000312,17.22503579,9562
767,2011,1976,2006,-7.62499254,7.628752865,0.488717898,17.8362296,11.89999952,23.73626951,-0.100024128,17.25007146,9562
768,2012,1977,2007,-7.424993239,7.724987347,0.699975462,17.92501158,11.92501164,23.60000066,-0.149976491,17.22498692,9562
769,2013,1978,2008,-7.424992008,7.725015252,0.69997468,18.08624562,11.92501164,23.63623533,-0.175037113,17.25007146,9562
770,2014,1979,2009,-7.603769016,7.724991227,0.699964169,18.13623254,12.04999988,23.64996339,-0.124989166,17.34999912,9562
771,2015,1980,2010,-7.507470188,7.678735769,0.538752579,18.00877232,12.0637427,23.77502305,-0.175037113,17.34999912,9562
772,2016,1981,2011,-7.354984971,7.724992418,0.51374786,18.06126876,12.10001264,23.7999973,-0.075012064,17.35002342,9562
773,2017,1982,2012,-7.428768315,7.774902564,0.51374786,18.23621922,12.16374321,23.92501144,-0.025012371,17.37503541,9562
774,2018,1983,2013,-7.278798254,7.774902564,0.374987637,18.16125591,12.14998921,24.00001086,-0.075012064,17.39999962,9562
775,2019,1984,2014,-7.07496771,7.753754068,0.400012603,18.23621922,12.18874186,23.96124701,0.124987938,17.47501166,9562
776,2020,1985,2015,-7.055070222,7.849980194,0.538765343,18.24997584,12.29998923,24.21127081,0.149999695,17.47501166,9562
777,2000,1965,1995,-8.530023417,6.524997702,-0.425022219,16.34749037,10.42496457,22.4112704,-0.949999962,16.39995252,9561
778,2001,1966,1996,-8.700037908,6.499979982,-0.474998798,16.31125464,10.42496457,22.40000799,-0.874988077,16.37501141,9561
779,2002,1967,1997,-8.553751899,6.424967999,-0.425035303,16.28625597,10.42496457,22.37495132,-0.825035294,16.40002326,9561
780,2003,1968,1998,-8.549980042,6.499979982,-0.525020033,16.28625597,10.44999984,22.4499376,-0.949999962,16.39999982,9561
781,2004,1969,1999,-8.475040373,6.524988297,-0.411268157,16.2612575,10.47497761,22.47499866,-0.949976692,16.6499529,9561
782,2005,1970,2000,-8.357476626,6.60370443,-0.28630129,16.37497519,10.57502479,22.46124453,-0.875011679,16.72498823,9561
783,2006,1971,2001,-8.349976353,6.649959542,-0.04751412,16.48620927,10.57499073,22.49999773,-0.949999962,16.65002418,9561
784,2007,1972,2002,-8.307449351,6.753730535,0.063741308,16.42254119,10.5999659,22.42497475,-0.875011679,16.72498823,9561
785,2008,1973,2003,-8.349976373,6.779966882,0.049976349,16.53620947,10.69997646,22.59996353,-0.850023607,16.77498791,9561
786,2009,1974,2004,-8.278773169,6.92494815,-0.025022402,16.48620927,10.69997646,22.59993973,-0.825035294,16.72501229,9561
787,2010,1975,2005,-8.40372445,6.678756281,-0.150023414,16.62496198,10.71370696,22.61122073,-0.900000142,16.74997611,9561
788,2011,1976,2006,-8.424975054,6.724928062,-0.311304725,16.53620947,10.71370696,22.68620713,-0.849952389,16.79999924,9561
789,2012,1977,2007,-8.280019037,6.924993039,-0.200023479,16.62498814,10.72497741,22.62498869,-0.874988077,16.79999924,9561
790,2013,1978,2008,-8.278773169,6.999979898,-0.200010526,16.72496473,10.72495389,22.62497525,-0.900000142,16.87494092,9561
791,2014,1979,2009,-8.432528157,6.999956192,-0.211268245,16.77497509,10.82498813,22.62498869,-0.849952389,16.9249644,9561
792,2015,1980,2010,-8.32874935,6.88245752,-0.333794099,16.64996372,10.82501178,22.6999767,-0.900000142,16.87494092,9561
793,2016,1981,2011,-8.25499786,6.925016383,-0.361255249,16.72496473,10.95001317,22.6999767,-0.800023433,16.87496471,9561
794,2017,1982,2012,-8.32874935,7.003747913,-0.361255249,16.86121851,11.01373302,22.82496238,-0.750047402,16.92496404,9561
795,2018,1983,2013,-8.128736329,7.003747913,-0.57500931,16.81123398,10.98870824,22.88618577,-0.849952389,16.77498791,9561
796,2019,1984,2014,-8.078736576,6.999979898,-0.57500931,16.86121851,11.02498842,22.82496238,-0.675011879,16.79999924,9561
797,2020,1985,2015,-8.074950768,7.079966973,-0.397535508,16.88624322,11.12495412,23.03623733,-0.675011691,16.74997611,9561
798,2000,1965,1995,-10.04126728,4.678389413,-1.99956818,15.29007426,9.04854604,20.81791971,-2.151728825,15.08376619,9479
799,2001,1966,1996,-10.20913117,4.646859027,-2.061323428,15.3970973,9.050086759,20.82517723,-2.074240364,15.08376619,9479
800,2002,1967,1997,-10.14123535,4.625815083,-2.05662279,15.30367946,9.050086759,20.80407595,-2.04546128,15.12284328,9479
801,2003,1968,1998,-10.08727245,4.72749571,-2.061323428,15.36490251,9.059571749,20.79569775,-2.146634483,15.08376619,9479
802,2004,1969,1999,-10.04814222,4.792584795,-1.958439206,15.36490251,9.075079407,20.81791971,-2.146634483,15.19010922,9479
803,2005,1970,2000,-9.908065584,4.974074751,-1.890487263,15.46254493,9.127184035,20.80407595,-2.09832576,15.20196137,9479
804,2006,1971,2001,-9.860566395,4.989997336,-1.810676607,15.59970936,9.083725662,20.85590253,-2.146634483,15.18827512,9479
805,2007,1972,2002,-9.782393054,5.133378307,-1.708762668,15.59970936,9.120485308,20.84179143,-2.103019399,15.19037915,9479
806,2008,1973,2003,-9.776666088,5.139565412,-1.715985279,15.70049921,9.135677503,21.06326194,-2.074240364,15.35045635,9479
807,2009,1974,2004,-9.755644973,5.221866515,-1.794246782,15.66887747,9.135677503,21.01082809,-2.04546128,15.28810196,9479
