Kreise_Code,D.GVAREALPWln,D.tas,D.tas2,D.hotday.d,D.coldday.d,D.prec,D.precpd,D.CAPPWln,GVAREALPWln0
1001,0.08165476877103206,-0.48312040826556313,-8.239254953242664,-12.799999999999999,8.0,14.08075597260347,0.27180908756926625,0.06738936517601157,3.88808864604229
1002,0.044573476081578356,-0.32561437451965425,-5.657481932017987,-9.2,6.199999999999999,25.518023377658494,0.12553996992814254,0.055067644673302496,4.00330487247535
1003,0.03205207389807274,-0.09803290839376544,-1.4131713028176591,-4.800000000000001,3.1999999999999993,-28.430981387204156,0.008948810650527106,0.04755374011666813,4.030248871025359
1004,0.07971565494492205,-0.5108933025909721,-8.991247501749626,-12.0,7.199999999999999,8.50570326093083,0.14887886425373065,0.06079036548230565,3.8575795586860675
1051,-0.03950411409314647,-0.3634776811965761,-6.2822815674935555,-10.400000000000002,6.200000000000001,10.55116422386601,0.14623215250302302,0.03431010951138269,4.071011643317841
1053,0.04022933255255223,-0.19148783646603107,-3.148314807203235,-8.0,5.0,-39.94768339681451,-0.07690744265553473,0.04198069321901965,3.917795143923874
1054,0.08110684702365356,-0.3188319884702455,-5.338707869629033,-10.399999999999999,5.399999999999999,25.894451729604043,0.22641412662363813,0.03555439831364371,3.883770607498497
1055,0.011518282619092712,-0.28015927271772334,-4.786489780020204,-12.0,5.600000000000001,-2.383298940005375,0.03336780621784263,0.04307459562070637,3.8405358841567687
1056,0.08144578655241208,-0.2382358522419814,-4.1021664461173515,-6.800000000000001,5.600000000000001,-60.71121434981205,-0.1116041355334727,0.032405910881097455,4.0057233811580435
1057,0.09072406965472046,-0.276006352340163,-4.64755385420213,-8.0,6.199999999999999,0.9121899583215622,0.0349414664434764,0.03837017593029923,3.823786744867834
1058,0.01829149058865598,-0.3380843433071412,-5.742529163532112,-9.400000000000002,5.799999999999999,12.13387173561523,0.13043454429420054,0.04039684844892211,3.9746037477368032
1059,0.027515966845988782,-0.34610931624474794,-5.806131809001101,-11.0,6.6,30.642544402263695,0.2892794268571899,0.0325194168789702,3.8806013752797646
1060,0.016564278136808497,-0.3351750483895479,-5.729144303013129,-10.600000000000001,6.4,-21.817240929757077,0.024095257668777847,0.0388109136459347,3.994754656478486
1061,0.13554376344116337,-0.18503211431134758,-3.036838414439572,-8.399999999999999,4.6,-9.281730356709772,0.04560611399904424,0.04028907706717977,3.997665213713861
1062,0.06762932228583374,-0.32988646730231785,-5.674735799987204,-11.200000000000003,6.600000000000001,-43.30900351861163,-0.10352933165685707,0.05500737737642414,4.02227416128607
2000,-0.007692994460726688,-0.31351765546737376,-5.638462093228284,-9.2,5.199999999999999,-36.94548439849524,-0.05464401293320176,0.13618402200357238,4.407203289449223
3101,0.16850979236159436,-0.2658968916730693,-4.846355961755691,-10.599999999999998,7.4,-31.26113238409323,-0.14525349021643819,0.04098215497226754,4.402365669305573
3102,0.07721141619721639,-0.22706456815640585,-4.024070690568905,-11.8,6.799999999999999,-12.284632878777074,-0.0640462173239793,0.03484095261320608,4.134519482996739
3103,0.07572732146045347,-0.42848419927144654,-8.029878292452608,-14.600000000000001,8.4,-20.228096780040403,-0.08878318398248441,0.07463605365727588,4.623310548056012
3151,0.07878508893306346,-0.3373975605649626,-6.135923179081402,-13.8,7.000000000000002,-17.728086488995473,-0.03889104728932247,0.05412952969076734,3.855922616182943
3153,0.06986966110140802,-0.22861937808583122,-3.3817251935556385,-10.8,4.6,-68.72403698918367,-0.17670877325850087,0.04675764638242175,3.8730297160384857
3154,0.06286420573454876,-0.5165051203803213,-9.535415217342361,-16.200000000000003,10.0,-12.646174085786356,-0.0005863552101055269,0.0408629925469457,3.929814213799486
3155,0.05780744447624686,-0.266258853947285,-4.467422282068597,-11.8,6.199999999999999,-63.9089414147893,-0.21691461195426243,0.04307307697339713,3.883370752919445
3157,0.12731631462542747,-0.2378986755985686,-4.312994775230649,-12.0,6.399999999999999,-24.824898823563842,-0.10091410330387163,0.06192017259997762,3.9112142000410657
3158,0.12126082223290746,-0.3092251869738831,-5.604612926140803,-11.8,7.999999999999998,-10.484776997593144,0.01695358261226576,0.04496648858190966,3.877104839680575
3159,0.03653446118252024,-0.2463504410150339,-4.019882112990089,-10.8,6.199999999999999,-69.22991831449525,-0.17040032826784812,0.047697597101010736,3.962751751289065
3241,0.08621897803104961,-0.2636379942692919,-4.886169530121833,-11.8,6.4,-32.20239223486567,-0.10500192493955907,0.0464116259244971,4.102051180812071
3251,0.07385192264836649,-0.2875868272738469,-5.293676442189948,-9.8,6.800000000000001,-66.86582341054304,-0.14170441883878615,0.038363515053987385,3.927999501240579
3252,0.14793912760399763,-0.2062908688725429,-3.6048875487935845,-11.0,5.800000000000001,-70.2967519171736,-0.2137112588177934,0.05618209983603606,3.9769399453251104
3254,0.06285643341638547,-0.34989135193096566,-6.347653785423873,-13.2,7.800000000000001,-46.202169689882965,-0.1614249143340456,0.04429555121579387,3.8938818531811354
3255,0.11341771026367686,-0.18764662379610897,-3.088139766660177,-12.400000000000002,6.199999999999999,-86.35660573448291,-0.2339983269949013,0.05812542521284758,3.9388561195416165
3256,0.06136626971772907,-0.33676295147404645,-6.427010471386737,-12.399999999999999,7.800000000000001,-58.33007105514304,-0.061298677001898394,0.0460508843569567,3.9144480080531423
3257,-0.036709498125739426,-0.28225900708083174,-5.243042580783893,-13.2,6.800000000000001,-60.41672761985387,-0.027382679287949685,0.0522770283738172,3.930317868755054
3351,0.05776071175518327,-0.18731953282485314,-3.1851521228037427,-9.8,5.199999999999999,-28.40521928512169,-0.05830183766102115,0.02836216224303545,3.940357427715297
3352,0.04632717464990721,-0.3554038588063104,-6.3610868906194895,-11.399999999999999,6.0,-43.22986715927482,-0.0358023294533818,0.04063715862046546,3.8543879471359968
3353,0.03573152479825037,-0.21590980968005624,-3.6952120534462267,-7.600000000000001,5.0,-38.84819405320803,-0.13546533811616546,0.039511264838218096,3.9198876758574723
3354,0.07412702660047144,-0.20607286867813457,-3.529232382113932,-8.599999999999998,7.0,-18.319333292121144,-0.00312347154202941,0.04115576705925683,3.7923734077449422
3355,0.01980638660493428,-0.24056217783132716,-4.156031644442393,-8.600000000000001,4.800000000000001,-28.372090905144717,-0.1404753593312773,0.04620252912540135,3.8677479590134
3356,-0.006817299626105999,-0.3855368843283635,-7.041905679016736,-11.599999999999998,7.2,-72.05178345445307,-0.07383033616999346,0.041910159844439576,3.8643792282296463
3357,0.11521280613778506,-0.27477197820743804,-4.856253137579898,-9.2,5.6,-71.3449333760106,-0.0888083998540512,0.050940391290921205,3.8011292871655513
3358,0.03761038820757445,-0.1917962547621439,-3.268413542400438,-10.2,5.799999999999999,-58.63642765896685,-0.1276406319078076,0.043048253545300064,3.8987748681633305
3359,-0.017630191155897812,-0.2724077763790618,-4.740696071752538,-9.599999999999998,5.6,-50.66322906097065,-0.06235058841700725,0.04704957611681859,4.039960415309757
3360,0.11575434948139884,-0.23039805232349053,-3.905851807580845,-10.400000000000002,6.800000000000001,-26.80607403491092,-0.13004000063437937,0.040381085024361774,3.792118792160103
3361,0.05421269639197668,-0.3992045511470863,-7.494486817090561,-12.0,7.6,-91.39262929272331,-0.18319174614423095,0.04656831411085971,3.9739828482193813
3401,0.07450017658713914,-0.19749119334703025,-3.475879678861048,-6.800000000000001,5.6,-60.013453648351856,-0.05798605307762594,0.040803784703497215,3.7327196898175328
3402,0.04959818077758538,-0.32686884203162414,-5.907702090307723,-9.600000000000001,6.6,-31.869620058792464,-0.10802231052498468,0.059316232019622994,4.041054136430802
3403,0.02147920887244492,-0.2702794600582479,-4.9170360529869015,-9.399999999999999,5.0,-71.9504415706723,-0.05288055014294768,0.04705727513003488,4.0106121615703705
3404,0.05124250981964762,-0.3862133782969952,-7.411387161583875,-8.600000000000001,9.600000000000001,-51.252982494699154,0.02230735004270512,0.053600517345383736,3.9354177484395363
3405,0.01012560150334263,-0.2807159590758772,-5.138826044767455,-13.8,5.3999999999999995,-47.782853837033315,-0.1679555677640514,0.037850137175960974,4.089530367737929
3451,0.07924313755506729,-0.3426811400646468,-6.3312297339370645,-12.0,6.8,-52.74291268252051,-0.08157769335191034,0.0353270308172684,3.8130517865788502
3452,0.04782975986409799,-0.2671528932579168,-4.784381643687894,-10.0,5.199999999999999,-32.675083597409355,-0.024534197230740462,0.03279349245910801,3.81267432477673
3453,0.05205613465830172,-0.296643942909137,-5.415742852160619,-10.2,7.000000000000001,-51.97191850287271,-0.07050585658949537,0.04663942965962686,3.9201717575500914
3454,0.09534787990073879,-0.3817301442737957,-7.222845030958638,-10.600000000000001,9.600000000000001,-51.574654781142726,-0.07181004529391388,0.033608247280448644,3.994171760219587
3455,-0.011300129894102007,-0.255263943150128,-4.60255788192994,-12.600000000000001,6.0,-27.33682318911133,-0.009845849927680561,0.034951576178436916,3.8933356141368782
3456,0.10681125053654839,-0.40299865767410736,-7.776292083317685,-9.399999999999999,9.4,-58.8410974891396,-0.14410938179182953,0.03976926632576916,3.823016558644913
3457,0.027371933929088765,-0.3256572299102043,-5.939812162770281,-10.399999999999999,6.799999999999999,-49.692965845967876,-0.07385641395280462,0.04256052463979554,3.91807420699595
3458,-0.010984309339385767,-0.19069790290237165,-3.293784523462108,-9.399999999999999,5.799999999999999,-68.18338030080122,-0.14187074048268267,0.041182569343111375,3.868788753363776
3459,0.07052708784567718,-0.42464220832282074,-8.058929939176679,-12.0,10.2,-64.889439021572,-0.10485528976996261,0.050402712367305647,3.8872622678547084
3460,0.05245401729437482,-0.2893923399904228,-5.270644517578958,-9.2,7.199999999999999,-56.986259238196794,-0.07853289172884681,0.03715669942142252,3.9339696924486325
3461,0.14933917694053545,-0.3509517240972304,-6.511857826446345,-11.8,5.999999999999999,-68.6554174482086,-0.15652946999592787,0.02650036116179244,4.131476738122111
3462,0.045847007943606854,-0.26034004683357104,-4.665340471490552,-11.399999999999999,4.6,-13.65681157155558,0.1251577253337539,0.02867071340613503,3.781118388928157
4011,0.0346806186750106,-0.23347489116718378,-4.165617659437416,-7.599999999999998,6.6,-74.04645344064232,-0.1571096849858138,0.02750466783679517,4.166022307072972
4012,-0.04207264790359355,-0.41207821575093995,-7.740946547804214,-12.6,7.4,-48.354178053239025,-0.06855591556681517,0.019217752029407897,4.021755034940627
5111,-0.017404548094973826,-0.5653450443828199,-12.18002367288365,-14.8,9.599999999999998,-43.17043851087266,-0.06960059259286666,0.035743119418341074,4.419459482647492
5112,0.06828980900862902,-0.6764114946034816,-14.699129027590857,-13.6,10.200000000000001,-57.342892190683926,-0.07963333888865698,0.03387667838081132,4.139952587874683
5113,0.08993124233529493,-0.5302914806266497,-11.022932635499089,-13.0,9.400000000000002,-33.24981339738417,-0.04782830815023864,0.03602085605484451,4.152883580284603
5114,-0.01045101578832952,-0.6570954021677142,-14.16316185268164,-15.600000000000001,9.599999999999998,-48.41709018389997,-0.055110695511217056,0.044404394014946114,4.1618866892026
5116,0.023663611024106412,-0.4741484023308473,-9.903931854211024,-14.0,9.4,-86.884602772086,-0.3673283817384829,0.04358629542901493,3.987168994261735
5117,0.11670022531117041,-0.524549742769338,-11.079928026689004,-13.0,9.2,-44.699283813404236,-0.11100139787470065,0.02757877637375028,4.057561929789256
5119,0.035931622836967936,-0.6257701190164777,-13.415027633169814,-13.400000000000002,9.6,-36.662353546289864,-0.10094076142018782,0.026506744731161547,3.963899940957259
5120,0.02816193927751165,-0.4198001739910424,-7.766248501872127,-12.600000000000001,9.200000000000001,-98.21958461660995,-0.19921905767323267,0.0472982348212323,3.972851712834725
5122,0.06804682798038675,-0.4971885500349771,-9.984640068097619,-15.4,9.799999999999999,-76.29678253421662,-0.1836858103147616,0.04624098222522477,3.9276874471233203
5124,0.03938095433718036,-0.4879409080591941,-9.292948587558143,-13.8,9.4,-74.49911853643732,-0.1545386730617473,0.037033792826870915,4.098385538201628
5154,0.11101781961797919,-0.32327874938631673,-6.554921100710246,-10.0,7.800000000000001,-22.189044824095163,-0.04877824453833468,0.04040087761393796,3.83423134113161
5158,0.08205848782530101,-0.5095970957095304,-10.458352975325667,-14.400000000000002,9.999999999999998,-44.71064351254461,-0.01217794445804099,0.037493732765968346,4.094495962700199
5162,0.05550507565961116,-0.5351278432999624,-11.443019801320474,-14.599999999999998,10.0,-66.5656517103564,-0.20662767927972547,0.03879744385177375,4.261294637719964
5166,0.05345325493710851,-0.45093775751785437,-9.386330753226702,-13.0,10.200000000000001,-42.145417241228756,-0.12863027726354082,0.04361948032361784,3.957839643525768
5170,0.08069299584146439,-0.39036278053376705,-8.0914705488063,-10.200000000000003,8.399999999999999,-41.86939974373752,-0.0989305708225996,0.042167100232789245,3.9294350980880424
5314,0.05552180963169917,-0.3889728012367062,-8.034523932968355,-13.399999999999999,8.799999999999999,-41.02116472303362,-0.03720915593310603,0.038809703016221775,4.440645110902993
5315,-0.03067612604267378,-0.6404666419555518,-14.113940645133113,-18.2,10.400000000000002,-58.52872015006193,-0.1239941200096848,0.03523370787219271,4.258198845973032
5316,-0.12609001779033147,-0.687781084323067,-14.98496851681034,-18.0,10.600000000000001,-64.78178510486384,-0.11402862995598406,0.06892990523430775,4.516558129859693
5334,0.027798152586544056,-0.35346033748198025,-6.649370351981858,-11.599999999999998,9.2,-35.58283778406809,-0.02986346853583899,0.03629934240436494,4.006122610917372
5358,0.018306129093661028,-0.32768556735782184,-6.430554478266117,-13.8,7.3999999999999995,-34.27892769617125,-0.07638134350935855,0.037390206873804566,3.9902786161483776
5362,0.03789132512317028,-0.49809820771578295,-10.539587713081715,-14.6,9.2,-51.74762619586318,-0.17829711884082244,0.038146691404532085,4.169089903285971
5366,-0.02571938324208567,-0.3777478014417017,-6.509441545253409,-12.0,8.0,-50.1429614480528,-0.12056321116478652,0.03818747148994461,4.007313531781059
5370,0.020997279350857045,-0.3183189445822521,-6.4982441805151865,-12.8,7.8,-49.391438167380784,-0.1479405765747488,0.03910406205323458,3.8800650988529366
5374,0.024870798924159665,-0.4057877975298094,-7.279510950675885,-13.599999999999998,8.6,-97.17991800557184,-0.13809379535626043,0.03914500472519489,4.010563470431657
