Kreise_Code,EU_Code,year,gva,wrk,gvapw_GI,ln_gvapw_GI,ln_gvapw_GI.d1
1004,DEF04,2015.0,706.2,14.31,49.35010482180294,3.8989398899259267,0.013945556885699872
1004,DEF04,2016.0,757.5,15.06,50.298804780876495,3.917981315011777,0.01904142508585016
1004,DEF04,2017.0,806.0,15.38,52.405721716514954,3.9590157784291304,0.04103446341735362
1004,DEF04,2018.0,823.4,15.43,53.36357744653273,3.9771284429607348,0.018112664531604317
1004,DEF04,2019.0,859.2,15.68,54.79591836734694,4.0036157088323385,0.02648726587160377
1051,DEF05,1995.0,511.4,14.08,36.32102272727273,3.59239671212719,
1051,DEF05,1996.0,509.2,13.97,36.44953471725125,3.595928693414381,0.0035319812871907885
1051,DEF05,1997.0,519.1,14.8,35.07432432432432,3.557469362063114,-0.03845933135126689
1051,DEF05,1998.0,535.5,14.96,35.79545454545455,3.577820917341472,0.02035155527835819
1051,DEF05,1999.0,543.8,15.21,35.752794214332674,3.576628425927169,-0.0011924914143031096
1051,DEF05,2000.0,562.4,15.8,35.59493670886076,3.572203400463534,-0.004425025463635102
1051,DEF05,2001.0,594.1,15.96,37.22431077694235,3.616962063340033,0.04475866287649888
1051,DEF05,2002.0,564.7,15.28,36.95680628272252,3.6097498329404165,-0.007212230399616271
1051,DEF05,2003.0,513.2,13.62,37.67988252569751,3.6291263320201153,0.01937649907969874
1051,DEF05,2004.0,536.0,13.56,39.528023598820056,3.6770098785585525,0.047883546538437294
1051,DEF05,2005.0,543.9,13.52,40.2292899408284,3.694595335814097,0.0175854572555445
1051,DEF05,2006.0,586.1,13.52,43.350591715976336,3.7693203528675654,0.07472501705346835
1051,DEF05,2007.0,618.8,13.64,45.366568914956005,3.814775466283595,0.04545511341602948
1051,DEF05,2008.0,603.9,14.17,42.6182074805928,3.7522815676112664,-0.06249389867232846
1051,DEF05,2009.0,556.2,14.05,39.587188612099645,3.67850554602011,-0.07377602159115648
1051,DEF05,2010.0,492.9,13.4,36.78358208955223,3.6050516067544662,-0.0734539392656437
1051,DEF05,2011.0,524.0,13.38,39.162929745889386,3.6677306296209595,0.0626790228664933
1051,DEF05,2012.0,523.2,13.45,38.89962825278811,3.660984694095141,-0.006745935525818592
1051,DEF05,2013.0,555.8,14.01,39.671663097787295,3.6806371569594876,0.01965246286434663
1051,DEF05,2014.0,558.2,14.34,38.92608089260809,3.6616644859307477,-0.018972671028739896
1051,DEF05,2015.0,570.5,14.72,38.75679347826087,3.6573060560014,-0.00435842992934754
1051,DEF05,2016.0,577.6,14.94,38.66131191432397,3.6548394078739452,-0.0024666481274548957
1051,DEF05,2017.0,599.4,15.08,39.748010610079575,3.6825597923027527,0.02772038442880742
1051,DEF05,2018.0,614.1,15.27,40.216110019646365,3.6942676621048123,0.011707869802059623
1051,DEF05,2019.0,636.8,15.31,41.59372958850424,3.7279494248605807,0.033681762755768396
1053,DEF06,1995.0,408.1,13.98,29.19170243204578,3.373884505606096,
