Kreise_Code,EU_Code,year,gva,wrk,gvapw_BE,ln_gvapw_BE,ln_gvapw_BE.d1
5766,DEA45,2009.0,2058.4,37.16,55.39289558665232,4.014451347021897,-0.2384681052367812
5766,DEA45,2010.0,2404.5,35.5,67.73239436619718,4.215564564236347,0.2011132172144503
5766,DEA45,2011.0,2552.5,36.1,70.70637119113573,4.258535684699985,0.042971120463637824
5766,DEA45,2012.0,2609.3,36.88,70.75108459869848,4.259167866422783,0.0006321817227981086
5766,DEA45,2013.0,2629.9,36.94,71.19382782891175,4.265406126864143,0.0062382604413597775
5766,DEA45,2014.0,2691.0,37.42,71.91341528594334,4.275462829880962,0.01005670301681949
5766,DEA45,2015.0,2688.4,37.15,72.36608344549126,4.281737728932042,0.0062748990510801406
5766,DEA45,2016.0,2750.4,37.26,73.81642512077295,4.301581269455142,0.01984354052309989
5766,DEA45,2017.0,2793.6,38.15,73.2267365661861,4.293560607914817,-0.00802066154032488
5766,DEA45,2018.0,2959.5,39.59,74.75372568830512,4.31419905301274,0.020638445097922897
5766,DEA45,2019.0,2971.4,40.5,73.36790123456791,4.295486527090759,-0.01871252592198136
5770,DEA46,1995.0,2856.6,43.5,65.66896551724138,4.18462644733389,
5770,DEA46,1996.0,2792.6,42.53,65.66188572772161,4.184518631242552,-0.00010781609133747594
5770,DEA46,1997.0,2879.1,41.83,68.82859191967488,4.231619238837585,0.04710060759503243
5770,DEA46,1998.0,2910.5,42.16,69.03462998102468,4.234608262478684,0.002989023641099209
5770,DEA46,1999.0,2933.8,42.09,69.70301734378712,4.2442436072711835,0.009635344792499723
5770,DEA46,2000.0,3102.2,42.38,73.19962246342614,4.293190263350497,0.04894665607931348
5770,DEA46,2001.0,2657.1,42.95,61.86495925494761,4.124953933053383,-0.16823633029711438
5770,DEA46,2002.0,2760.8,41.77,66.09528369643284,4.19109739327471,0.06614346022132711
5770,DEA46,2003.0,2891.3,39.72,72.7920443101712,4.287606667777295,0.09650927450258528
5770,DEA46,2004.0,2788.9,38.8,71.87886597938144,4.274982285210236,-0.012624382567058667
5770,DEA46,2005.0,3003.3,38.01,79.01341752170482,4.36961768009239,0.09463539488215389
5770,DEA46,2006.0,2978.3,37.97,78.43824071635503,4.362311572677275,-0.0073061074151148375
5770,DEA46,2007.0,3090.6,38.52,80.23364485981307,4.38494293886967,0.022631366192394253
5770,DEA46,2008.0,3163.6,39.29,80.51921608551794,4.388495865074893,0.0035529262052236277
5770,DEA46,2009.0,2540.3,38.0,66.85000000000001,4.202451303547952,-0.18604456152694127
5770,DEA46,2010.0,3014.8,37.51,80.37323380431886,4.386681207875519,0.1842299043275668
5770,DEA46,2011.0,3048.6,38.35,79.49413298565841,4.375683220014476,-0.010997987861042446
5770,DEA46,2012.0,3048.3,39.25,77.66369426751592,4.352387892931528,-0.023295327082948347
5770,DEA46,2013.0,3106.8,39.83,78.0015064022094,4.356728139351939,0.004340246420411198
5770,DEA46,2014.0,3164.4,39.9,79.30827067669173,4.373342419251424,0.016614279899484607
5770,DEA46,2015.0,3184.8,40.07,79.48090841028201,4.375516847038054,0.0021744277866302397
5770,DEA46,2016.0,3424.1,40.21,85.15543397164883,4.444478221533451,0.06896137449539719
5770,DEA46,2017.0,3461.1,40.63,85.1858232832882,4.4448350266017185,0.0003568050682671853
5770,DEA46,2018.0,3512.2,41.39,84.85624546992027,4.4409585949811134,-0.0038764316206050253
5770,DEA46,2019.0,3531.7,41.49,85.12171607616293,4.444082186059318,0.0031235910782045906
5774,DEA47,1995.0,1991.4,34.38,57.923211169284464,4.059118187999281,
5774,DEA47,1996.0,1946.7,34.05,57.17180616740089,4.046060877699711,-0.013057310299569913
5774,DEA47,1997.0,2007.0,34.27,58.56434199007878,4.070126012909821,0.02406513521011
5774,DEA47,1998.0,2028.9,35.25,57.55744680851064,4.052783523990726,-0.017342488919094734
5774,DEA47,1999.0,2045.2,35.66,57.352776219854185,4.04922125077085,-0.003562273219876566
5774,DEA47,2000.0,2162.5,36.69,58.93976560370674,4.076516000438843,0.027294749667993834
5774,DEA47,2001.0,2043.9,36.89,55.40525887774465,4.014674514839148,-0.06184148559969582
5774,DEA47,2002.0,2115.9,36.19,58.46642718983145,4.0684526953065925,0.05377818046744487
5774,DEA47,2003.0,1993.4,35.21,56.614598125532524,4.036266869366395,-0.032185825940197255
5774,DEA47,2004.0,2188.9,34.39,63.6493166618203,4.153388589074934,0.11712171970853902
5774,DEA47,2005.0,2208.8,32.73,67.48548732050108,4.211912572102856,0.05852398302792139
5774,DEA47,2006.0,2509.8,33.6,74.69642857142857,4.313432280707049,0.10151970860419368
5774,DEA47,2007.0,2797.5,35.0,79.92857142857143,4.381133378696667,0.06770109798961776
5774,DEA47,2008.0,2828.1,36.38,77.737768004398,4.353341213980238,-0.027792164716428758
5774,DEA47,2009.0,2305.4,35.84,64.32477678571428,4.163944888060183,-0.18939632592005573
5774,DEA47,2010.0,2297.2,33.75,68.06518518518519,4.2204658516716025,0.056520963611419894
5774,DEA47,2011.0,2309.8,34.09,67.75594015840423,4.215912133531176,-0.00455371814042671
5774,DEA47,2012.0,2475.7,34.66,71.42815926139643,4.26869217900978,0.052780045478604265
5774,DEA47,2013.0,2531.7,33.36,75.89028776978417,4.329288715341485,0.0605965363317047
5774,DEA47,2014.0,2665.8,33.65,79.22139673105498,4.372246423079181,0.04295770773769636
5774,DEA47,2015.0,2505.2,33.61,74.53734007735792,4.311300208914243,-0.06094621416493773
5774,DEA47,2016.0,2687.0,33.28,80.7391826923077,4.391223992662483,0.07992378374823961
5774,DEA47,2017.0,2766.4,33.36,82.92565947242207,4.41794453743848,0.026720544775996835
5774,DEA47,2018.0,2784.4,35.06,79.41814033086138,4.374726809801423,-0.04321772763705667
5774,DEA47,2019.0,2693.0,35.57,75.70986786617937,4.326908506851235,-0.04781830295018796
5911,DEA51,1995.0,2644.0,41.51,63.69549506143098,4.154113838906629,
5911,DEA51,1996.0,2584.8,40.45,63.901112484548825,4.157336771005788,0.003222932099158804
5911,DEA51,1997.0,2664.9,39.52,67.43168016194332,4.211114939564098,0.05377816855830986
5911,DEA51,1998.0,2693.9,39.68,67.890625,4.21789795433982,0.006783014775722407
5911,DEA51,1999.0,2715.5,39.5,68.74683544303798,4.230430705567824,0.012532751228003569
5911,DEA51,2000.0,2871.3,39.97,71.83637728296223,4.274390995146739,0.043960289578914846
5911,DEA51,2001.0,1958.1,37.5,52.216,3.9553889613329165,-0.3190020338138222
5911,DEA51,2002.0,2119.2,35.31,60.01699235344094,4.0946277280175645,0.13923876668464796
5911,DEA51,2003.0,2385.3,34.45,69.23947750362845,4.23757118411588,0.14294345609831538
5911,DEA51,2004.0,2288.7,33.17,68.99909556828459,4.234093396805332,-0.0034777873105475976
5911,DEA51,2005.0,2138.8,31.18,68.59525336754331,4.228223339444946,-0.0058700573603864825
5911,DEA51,2006.0,2215.6,29.04,76.29476584022038,4.334604336202354,0.10638099675740786
5911,DEA51,2007.0,2201.7,28.13,78.26875222182723,4.360148445717361,0.02554410951500774
5911,DEA51,2008.0,2067.8,27.01,76.55683080340614,4.338033351348068,-0.022115094369293153
5911,DEA51,2009.0,1549.2,26.39,58.70405456612353,4.072508797125365,-0.2655245542227034
5911,DEA51,2010.0,1620.9,25.69,63.09458933437135,4.144635018396338,0.07212622127097301
5911,DEA51,2011.0,1756.6,25.05,70.12375249500998,4.250261573952144,0.1056265555558058
5911,DEA51,2012.0,1418.4,24.46,57.98855273916599,4.060245624500972,-0.19001594945117173
5911,DEA51,2013.0,1633.6,24.65,66.27180527383368,4.193764546921702,0.1335189224207305
5911,DEA51,2014.0,1933.4,23.97,80.65915727993325,4.390232341584212,0.1964677946625093
5911,DEA51,2015.0,1478.9,19.45,76.03598971722366,4.331206777108268,-0.059025564475943426
5911,DEA51,2016.0,1385.2,19.1,72.52356020942408,4.283911477475683,-0.0472952996325855
5911,DEA51,2017.0,1333.7,18.58,71.78148546824544,4.273626580242657,-0.010284897233026058
5911,DEA51,2018.0,1557.6,19.35,80.49612403100774,4.388209034582199,0.1145824543395424
5911,DEA51,2019.0,1526.0,20.37,74.91408934707903,4.316341981605688,-0.0718670529765113
5913,DEA52,1995.0,2140.0,40.98,52.22059541239629,3.9554769652051434,
5913,DEA52,1996.0,2092.1,39.23,53.329084884017334,3.9764818649681413,0.02100489976299791
5913,DEA52,1997.0,2156.9,38.11,56.59669378115981,4.0359505697425595,0.059468704774418235
5913,DEA52,1998.0,2180.4,38.16,57.13836477987422,4.04547577861004,0.00952520886748065
5913,DEA52,1999.0,2197.8,36.95,59.48037889039242,4.085646491618613,0.04017071300857289
5913,DEA52,2000.0,2323.9,37.68,61.67462845010616,4.121872638077957,0.0362261464593443
5913,DEA52,2001.0,2702.2,35.63,75.8405837777154,4.328633555408114,0.20676091733015678
5913,DEA52,2002.0,2353.7,32.05,73.43837753510141,4.296446653681231,-0.032186901726882766
5913,DEA52,2003.0,2625.1,30.81,85.20285621551444,4.4450349569296375,0.1485883032484061
5913,DEA52,2004.0,3143.6,30.91,101.70171465545131,4.622044162847995,0.1770092059183579
5913,DEA52,2005.0,3454.5,30.72,112.451171875,4.722519099649378,0.10047493680138242
5913,DEA52,2006.0,2999.0,30.57,98.10271508014394,4.586015042846266,-0.13650405680311195
5913,DEA52,2007.0,3396.4,31.12,109.1388174807198,4.6926206268150175,0.10660558396875164
5913,DEA52,2008.0,3093.1,31.39,98.53775087607518,4.590439732378728,-0.1021808944362892
5913,DEA52,2009.0,2469.3,30.92,79.86093143596378,4.380286764927487,-0.21015296745124168
5913,DEA52,2010.0,2789.2,30.32,91.99208443271768,4.521702534572685,0.14141576964519853
5913,DEA52,2011.0,2884.4,31.13,92.65660134918086,4.528900200589088,0.007197666016402593
5913,DEA52,2012.0,3232.9,32.33,99.99690689761832,4.6051392544859,0.07623905389681251
5913,DEA52,2013.0,2931.0,32.68,89.68788249694002,4.49633567071909,-0.10880358376680999
5913,DEA52,2014.0,2952.7,32.8,90.02134146341464,4.500046769591288,0.00371109887219756
5913,DEA52,2015.0,2964.6,32.57,91.02241326373964,4.511105775791617,0.011059006200329513
5913,DEA52,2016.0,2827.7,31.57,89.56921127652835,4.4950116367826904,-0.016094139008926867
5913,DEA52,2017.0,2981.6,30.95,96.33602584814217,4.567842349034444,0.0728307122517533
5913,DEA52,2018.0,3376.5,32.75,103.09923664122137,4.635691986933636,0.06784963789919196
5913,DEA52,2019.0,3094.3,32.73,94.54017720745495,4.5490248997810925,-0.08666708715254323
5914,DEA53,1995.0,1610.9,28.49,56.54264654264655,4.034995159494103,
5914,DEA53,1996.0,1574.8,27.19,57.91835233541743,4.059034300425203,0.02403914093110071
5914,DEA53,1997.0,1623.6,26.48,61.31419939577039,4.116011453895935,0.056977153470731956
5914,DEA53,1998.0,1641.3,26.48,61.98262839879154,4.126854158669082,0.01084270477314675
5914,DEA53,1999.0,1654.5,25.86,63.97911832946636,4.1585567540179555,0.03170259534887343
5914,DEA53,2000.0,1749.4,25.85,67.67504835589942,4.214717550031317,0.056160796013361214
5914,DEA53,2001.0,1596.9,25.52,62.57445141065831,4.136357070370233,-0.07836047966108417
5914,DEA53,2002.0,1473.6,23.4,62.97435897435897,4.142727643137387,0.006370572767154137
5914,DEA53,2003.0,1445.1,21.92,65.92609489051094,4.18853434022447,0.04580669708708296
5914,DEA53,2004.0,1525.0,21.1,72.27488151658767,4.280476648559491,0.09194230833502104
5914,DEA53,2005.0,1672.7,21.08,79.35009487666035,4.373869642644801,0.09339299408531065
5914,DEA53,2006.0,1747.8,20.9,83.62679425837321,4.426363974222679,0.05249433157787742
5914,DEA53,2007.0,2018.9,21.18,95.32105760151086,4.557250747442918,0.13088677322023923
