Kreise_Code,EU_Code,year,gva,wrk,gvapw_A,ln_gvapw_A,ln_gvapw_A.d1
9177,DE21A,2006.0,88.1,3.15,27.96825396825397,3.3310700801045923,0.13581488739810021
9177,DE21A,2007.0,91.1,3.09,29.48220064724919,3.3837867133562587,0.05271663325166642
9177,DE21A,2008.0,98.0,3.08,31.818181818181817,3.4600378816850887,0.07625116832883005
9177,DE21A,2009.0,86.3,3.09,27.928802588996763,3.329658507179728,-0.13037937450536052
9177,DE21A,2010.0,82.6,3.04,27.171052631578945,3.302152165108802,-0.02750634207092606
9177,DE21A,2011.0,92.3,2.94,31.39455782312925,3.4466345601582162,0.14448239504941407
9177,DE21A,2012.0,83.1,2.85,29.157894736842103,3.3727257075808432,-0.07390885257737301
9177,DE21A,2013.0,78.8,2.75,28.654545454545453,3.3553120851853535,-0.017413622395489714
9177,DE21A,2014.0,95.3,2.68,35.55970149253731,3.5712130161373907,0.21590093095203722
9177,DE21A,2015.0,73.5,2.62,28.053435114503817,3.3341110884457854,-0.23710192769160532
9177,DE21A,2016.0,87.0,2.57,33.85214007782101,3.5220022197474554,0.18789113130167
9177,DE21A,2017.0,98.6,2.49,39.598393574297184,3.6787885511319733,0.15678633138451792
9177,DE21A,2018.0,85.2,2.43,35.06172839506173,3.557110176482813,-0.12167837464916031
9177,DE21A,2019.0,94.5,2.46,38.41463414634146,3.6484384845554256,0.09132830807261261
9178,DE21B,1995.0,62.3,2.4,25.958333333333332,3.2564926884395073,
9178,DE21B,1996.0,65.7,2.34,28.07692307692308,3.3349479961209547,0.07845530768144737
9178,DE21B,1997.0,66.2,2.29,28.90829694323144,3.364128645376814,0.029180649255859503
9178,DE21B,1998.0,66.0,2.28,28.947368421052634,3.3654792990600764,0.0013506536832621485
9178,DE21B,1999.0,72.2,2.33,30.987124463519315,3.433571778321171,0.06809247926109485
9178,DE21B,2000.0,71.3,2.41,29.5850622406639,3.3872695799176866,-0.046302198403484596
9178,DE21B,2001.0,64.5,2.33,27.682403433476395,3.3207969562241177,-0.06647262369356888
9178,DE21B,2002.0,64.9,2.26,28.716814159292042,3.35748281042585,0.036685854201732315
9178,DE21B,2003.0,68.7,2.18,31.513761467889907,3.450424322427306,0.09294151200145606
9178,DE21B,2004.0,92.2,2.21,41.71945701357466,3.7309676150328865,0.2805432926055804
9178,DE21B,2005.0,78.4,2.26,34.69026548672567,3.5464591140721677,-0.1845085009607188
9178,DE21B,2006.0,70.0,2.19,31.963470319634705,3.4645936982209498,-0.08186541585121798
9178,DE21B,2007.0,59.7,2.18,27.38532110091743,3.310007143597559,-0.15458655462339088
9178,DE21B,2008.0,65.5,2.15,30.46511627906977,3.4165823005016347,0.10657515690407582
9178,DE21B,2009.0,60.5,2.12,28.537735849056602,3.3512272763528745,-0.06535502414876015
9178,DE21B,2010.0,57.9,2.09,27.703349282296653,3.32155331860223,-0.02967395775064441
9178,DE21B,2011.0,64.6,2.04,31.666666666666664,3.455264602932431,0.13371128433020107
9178,DE21B,2012.0,67.8,2.05,33.07317073170732,3.498722401796033,0.043457798863602015
9178,DE21B,2013.0,64.2,1.98,32.42424242424243,3.478906365989472,-0.019816035806561327
9178,DE21B,2014.0,71.3,1.9,37.526315789473685,3.6250424412478557,0.1461360752583838
9178,DE21B,2015.0,56.3,1.91,29.476439790575917,3.383591293087106,-0.24145114816074953
9178,DE21B,2016.0,60.8,1.89,32.16931216931217,3.4710129599005706,0.08742166681346442
9178,DE21B,2017.0,66.5,1.83,36.33879781420765,3.5928859808084788,0.12187302090790819
9178,DE21B,2018.0,57.0,1.8,31.666666666666664,3.455264602932431,-0.13762137787604756
9178,DE21B,2019.0,60.6,1.84,32.93478260869565,3.4945293214543742,0.03926471852194302
9179,DE21C,1995.0,27.4,1.33,20.601503759398494,3.025364071160362,
