Kreise_Code,year,EU_Code,gdppc,ln_gdppc,ln_gdppc.d1,tas,tas2,prec,prec2,full05_colddays_f1,full95_hotdays_f1,full05_colddays_f2,full95_hotdays_f2,sq95_hotdays_f1,sq05_colddays_f1,sq95_hotdays_f2,sq05_colddays_f2,full95_wetweeks_f1,full05_dryweeks_f1,full00_dryweeks_f1,sq95_wetweeks_f1,sq05_dryweeks_f1,full95_wetweeks_f2,full05_dryweeks_f2,sq95_wetweeks_f2,sq05_dryweeks_f2,full_mean_precpd,full_std_precpd,sq_mean_precpd,sq_std_precpd,tas_m,tas_m2
1001,2000.0,DEF01,39484.0,10.58365080553778,-0.078373648822227,9.619791804808536,92.54039436786148,8.549728723235752,73.09786124092244,2.0,12.0,2.0,8.0,26.0,2.0,15.0,2.0,3.0,4.0,3.0,4.0,16.0,3.0,4.0,2.0,4.0,3.326742693866054,4.560272759802116,3.3165076185170563,0.1821497936619281,14.779162323643368,218.42363898859963
1001,2001.0,DEF01,38693.0,10.563413984104404,-0.0202368214333752,8.723811598110215,76.10488879932231,9.3045705168731,86.57503250346416,13.0,31.0,13.0,25.0,37.0,10.0,32.0,10.0,2.0,2.0,0.0,4.0,8.0,2.0,2.0,3.0,2.0,3.578680968028116,5.011235216485979,3.558096570843258,1.5040885588578092,13.574983357364589,184.28017315272558
1001,2002.0,DEF01,40885.0,10.618518526596077,0.0551045424916729,9.515458493521292,90.54395034192648,10.860932710263985,117.95985933688216,3.0,52.0,4.0,44.0,55.0,4.0,34.0,6.0,4.0,4.0,2.0,7.0,16.0,4.0,4.0,7.0,4.0,4.397138749094732,7.198596383247769,4.415421194497834,0.7059319904703633,14.972896321810675,224.18762426369162
1001,2003.0,DEF01,41591.0,10.635639076689303,0.0171205500932263,9.17552869451822,84.19032682392721,6.82801054295928,46.62172797476308,12.0,47.0,16.0,38.0,35.0,10.0,23.0,10.0,2.0,7.0,5.0,3.0,28.0,2.0,7.0,2.0,7.0,3.41400527147964,4.990754322164186,3.40322449543696,0.6240144289870784,14.160416274669844,200.5173890719346
1001,2004.0,DEF01,43708.0,10.685286430690637,0.0496473540013333,9.016656346623876,81.30009167311262,10.398402521533503,108.12677499983432,4.0,24.0,6.0,16.0,30.0,1.0,22.0,1.0,4.0,2.0,1.0,5.0,8.0,4.0,3.0,4.0,3.0,4.093859260446262,5.940203923596359,4.132190616159769,0.9174905344537988,13.570829038071906,184.16740078057566
1001,2005.0,DEF01,44211.0,10.696728905881372,0.0114424751907353,9.177111503451492,84.2193755467817,8.926321730430567,79.67921963515695,6.0,33.0,6.0,25.0,39.0,2.0,33.0,4.0,3.0,5.0,2.0,6.0,20.0,3.0,5.0,3.0,5.0,3.782339716284137,5.786826497865024,3.798869913116068,0.6730065143542716,14.802077918986532,219.10151071974866
1001,2006.0,DEF01,46008.0,10.73657057339359,0.0398416675122188,9.85717862283868,97.16397040254787,8.773800933088319,76.97958281346146,12.0,53.0,15.0,38.0,55.0,2.0,48.0,2.0,2.0,5.0,3.0,4.0,20.0,2.0,6.0,3.0,5.0,3.831354119252541,4.791227088877399,3.769698344818103,0.9768811941852772,14.785399321650674,218.60803310066822
1001,2007.0,DEF01,45725.0,10.730400473259069,-0.0061701001345237,9.810740561746265,96.25063036989336,11.149990966371044,124.32229855015584,3.0,24.0,4.0,18.0,48.0,1.0,24.0,1.0,5.0,5.0,3.0,7.0,20.0,5.0,5.0,5.0,6.0,4.847822159291759,6.54279275691898,4.9181145722974,1.4075543406014783,14.450005026512692,208.80264526624205
1001,2008.0,DEF01,46410.0,10.74527023223522,0.0148697589761539,9.500600556533094,90.26141093479691,8.95104255759607,80.12116286789599,1.0,21.0,3.0,14.0,36.0,2.0,17.0,7.0,3.0,4.0,3.0,2.0,16.0,2.0,4.0,1.0,4.0,3.683556608064229,4.567652425931933,3.57238801851034,0.9085011910991792,14.002087114145894,196.05844355213048
1001,2009.0,DEF01,43954.0,10.690898911486157,-0.0543713207490643,9.05964348004251,82.07713998547676,9.279867026489017,86.11593202931807,10.0,32.0,12.0,20.0,12.0,5.0,6.0,6.0,5.0,6.0,4.0,4.0,24.0,3.0,6.0,4.0,6.0,4.256819736921568,5.755688976270416,4.288323036803545,1.2514717946053526,13.466657134869806,181.35085438813985
1001,2010.0,DEF01,44086.0,10.693897550716285,0.0029986392301264,7.3926567539079455,54.65137388110076,9.612233489225178,92.39503265138202,50.0,27.0,62.0,19.0,30.0,30.0,24.0,43.0,4.0,2.0,2.0,5.0,8.0,3.0,3.0,3.0,3.0,4.310418605033714,5.583577071921886,4.294139451100761,0.8327848733346438,13.01041554243092,169.27091258672806
1001,2011.0,DEF01,43891.0,10.689464566656032,-0.0044329840602497,9.118620031666946,83.14923128191771,9.983406852306748,99.66841237868532,9.0,15.0,13.0,9.0,23.0,1.0,14.0,3.0,4.0,8.0,7.0,5.0,32.0,4.0,9.0,4.0,9.0,5.0421246728821965,7.118487771744534,4.720449496457982,2.160363437166905,14.166673982507922,200.69465172666685
1001,2012.0,DEF01,44025.0,10.692512933364409,0.0030483667083736,8.564124074103821,73.34422115664464,9.368047233331607,87.76030896593201,18.0,18.0,21.0,8.0,31.0,22.0,16.0,29.0,3.0,3.0,1.0,2.0,12.0,1.0,3.0,2.0,4.0,3.93615429971916,4.982596285068623,3.920179801633872,0.6592296728609797,13.985415586737856,195.59184913377018
1001,2013.0,DEF01,43278.0,10.675399701731727,-0.0171132316326794,8.612311878512456,74.17191589276675,9.114214471352042,83.06890542980298,15.0,28.0,26.0,17.0,26.0,19.0,15.0,23.0,4.0,5.0,4.0,6.0,20.0,4.0,6.0,3.0,6.0,4.050761987267576,5.365317127703233,4.019254810321348,0.8429570961584179,13.802089552811859,190.49767602383827
1001,2014.0,DEF01,42521.0,10.657753350523642,-0.0176463512080857,10.372517342390912,107.58911601820024,10.68060104469153,114.0752386758658,7.0,40.0,8.0,30.0,68.0,2.0,40.0,5.0,6.0,1.0,0.0,7.0,4.0,6.0,1.0,6.0,1.0,4.899358277381438,7.31097398562111,4.846003843984752,1.1844236071494527,15.443751489535211,238.50946007052104
1001,2015.0,DEF01,43729.0,10.685766776548885,0.0280134260252413,9.542035928726223,91.05044966510212,11.267344248240011,126.9530464083473,4.0,21.0,6.0,11.0,22.0,1.0,9.0,5.0,5.0,3.0,3.0,5.0,12.0,4.0,3.0,4.0,3.0,4.941817652736848,5.784415308006543,4.8639109675177865,1.362857128436844,13.502077475444077,182.3060961528943
1001,2016.0,DEF01,43622.0,10.683316889231795,-0.0024498873170859,9.491921810775215,90.09657966187024,9.05606599266511,82.0123312635055,5.0,37.0,9.0,23.0,39.0,3.0,19.0,6.0,4.0,1.0,1.0,6.0,4.0,3.0,1.0,3.0,1.0,3.903476720976341,5.509062908270864,3.9089777732036506,0.3853518911081522,14.525004963252137,210.9757691824992
1001,2017.0,DEF01,44927.0,10.712794229303016,0.0294773400712191,9.402995505734395,88.41632448086123,11.066189200191229,122.46054341442898,2.0,12.0,4.0,6.0,32.0,2.0,22.0,7.0,7.0,4.0,0.0,7.0,16.0,5.0,4.0,5.0,4.0,4.480238542587539,5.85090087290151,4.465250440633694,0.7197073147715828,14.31039875002473,204.78751238470934
1001,2018.0,DEF01,44370.0,10.700318844372957,-0.0124753849300613,9.951973361086123,99.04177377976784,7.254045681626584,52.62117875112529,10.0,55.0,13.0,37.0,50.0,4.0,31.0,10.0,1.0,6.0,4.0,2.0,24.0,1.0,6.0,0.0,6.0,3.6822566911810073,4.542543236458993,3.716048113403943,0.4126214955821307,15.064584826554977,226.94171599647046
1001,2019.0,DEF01,45508.0,10.725643413659608,0.0253245692866528,9.920394878331225,98.4142345420204,9.755263674721467,95.16516936334018,3.0,32.0,3.0,22.0,49.0,2.0,27.0,8.0,6.0,3.0,2.0,7.0,12.0,4.0,3.0,5.0,3.0,4.186808444086467,5.757687024854423,4.113911193827368,0.8774274232327248,14.40000517562739,207.36014905809563
1002,1990.0,DEF02,39285.0,10.578598045609922,,9.804243385587712,96.1231883638404,9.95018338747867,99.00614944445653,0.0,20.0,0.0,18.0,51.0,11.0,47.0,11.0,5.0,3.0,2.0,5.0,12.0,5.0,3.0,5.0,2.0,3.9020327009720255,5.235914528789047,3.893649076032484,0.5486291771916795,15.53746473234933,241.4128103089992
1002,1991.0,DEF02,42188.0,10.649891099396504,0.071293053786583,8.566169725022325,73.37926375788906,7.965756909988511,63.45328314902971,16.0,22.0,16.0,22.0,32.0,12.0,29.0,9.0,5.0,2.0,0.0,5.0,8.0,5.0,2.0,5.0,4.0,3.509144013210798,5.126938539337535,3.4930567937784427,0.6845857756215423,14.16250715361663,200.57660887624223
1002,1992.0,DEF02,43038.0,10.66983872535449,0.0199476259579842,9.544410680061333,91.09577522966885,7.0381399521744825,49.53541398639463,5.0,36.0,5.0,34.0,31.0,4.0,27.0,2.0,1.0,9.0,4.0,1.0,36.0,1.0,9.0,1.0,8.0,3.1280622009664354,4.268652850997718,3.1049400305200834,0.7899081733629733,15.037497614102959,226.1263344941522
1002,1993.0,DEF02,41915.0,10.643399037071958,-0.0264396882825312,8.213973072351992,67.46935363332362,8.660771664259753,75.00896582044466,17.0,5.0,15.0,5.0,19.0,21.0,17.0,21.0,5.0,6.0,2.0,4.0,24.0,5.0,6.0,4.0,6.0,3.6389796908654426,4.801993907436674,3.516434821931303,0.6250745537380142,13.737530583209493,188.71974652461614
1002,1994.0,DEF02,42283.0,10.65214039300148,0.0087413559295228,9.378904264917246,87.9638452104829,9.451344147219457,89.32790618917949,13.0,33.0,13.0,32.0,33.0,5.0,30.0,6.0,4.0,2.0,1.0,5.0,8.0,4.0,2.0,3.0,3.0,3.938060061341443,4.962874825312373,3.972910345838392,0.9666526852815676,15.154150098700518,229.6482652139449
1002,1995.0,DEF02,43074.0,10.670674845804538,0.0185344528030562,8.881642751465527,78.88357796466015,7.00707600588727,49.099114152281096,21.0,37.0,21.0,37.0,49.0,25.0,43.0,22.0,3.0,8.0,5.0,5.0,32.0,2.0,8.0,3.0,9.0,3.274334582190311,4.340226872878875,3.218790913876448,1.0058377182639535,14.26666196048812,203.53764349483873
1002,1996.0,DEF02,43309.0,10.6761157445863,0.0054408987817637,7.193031166644712,51.73969736432218,5.542451092041814,30.718764107675497,46.0,21.0,44.0,20.0,17.0,29.0,17.0,24.0,1.0,8.0,4.0,1.0,32.0,1.0,8.0,1.0,9.0,2.827781169409089,3.988251828537204,2.6623440402526763,0.9073843897543896,13.504154882292262,182.36219908493794
1002,1997.0,DEF02,43670.0,10.684416646479606,0.0083009018933051,8.947809368376605,80.06329249280815,7.4580230646495265,55.62210803284432,17.0,44.0,17.0,42.0,45.0,21.0,40.0,19.0,3.0,8.0,2.0,4.0,32.0,3.0,9.0,3.0,9.0,3.329474582432824,5.505213067849535,3.426214555239091,1.1093224111214102,14.36666663485511,206.40111019705904
1002,1998.0,DEF02,43534.0,10.681297520974782,-0.0031191255048241,8.942334095596001,79.96533907725875,10.375398655243083,107.64889725521998,11.0,12.0,11.0,12.0,32.0,13.0,27.0,14.0,6.0,1.0,1.0,6.0,4.0,6.0,1.0,6.0,1.0,4.0059454267347805,5.189280338466747,3.999726154362694,0.6547141256034957,14.63333800568549,214.13458118863937
1002,1999.0,DEF02,44693.0,10.707572168786095,0.0262746478113147,9.556851851331924,91.33341730830642,8.50268204087716,72.29560188825498,7.0,35.0,9.0,32.0,28.0,3.0,18.0,3.0,4.0,4.0,4.0,5.0,16.0,4.0,4.0,4.0,4.0,3.442381393067674,4.140767095461294,3.482359393660328,0.535421514432979,14.92498595104233,222.75520563881093
1002,2000.0,DEF02,45696.0,10.729766045699256,0.0221938769131586,9.776909884109322,95.58796688199456,6.583686594410359,43.34492917341868,3.0,11.0,4.0,8.0,25.0,4.0,15.0,4.0,0.0,3.0,1.0,1.0,12.0,0.0,3.0,0.0,3.0,2.6125740454009367,3.068824224992033,2.606455396046622,0.4130475771428068,15.416657186746434,237.67331881366047
1002,2001.0,DEF02,46364.0,10.744278575008636,0.0145125293093801,8.841918901268105,78.17952985660217,8.512432823410661,72.4615125730792,15.0,27.0,15.0,21.0,34.0,13.0,30.0,14.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,3.188177087419724,4.258349831963105,3.184068509826273,1.036904814357467,14.216661958473283,202.1134772415014
1002,2002.0,DEF02,43794.0,10.687252100679688,-0.0570264743289481,9.696566315730731,94.02339831536388,10.328519186723684,106.6783085905193,8.0,50.0,8.0,46.0,48.0,10.0,35.0,8.0,6.0,4.0,4.0,8.0,16.0,6.0,4.0,7.0,4.0,4.395114547541994,6.822022139003819,4.447136726590856,1.232896114977707,15.462469563826504,239.087965012261
1002,2003.0,DEF02,45159.0,10.717944874528614,0.0306927738489264,9.479428575497424,89.8595661179571,5.808430508249183,33.73786496915986,17.0,44.0,17.0,40.0,37.0,13.0,25.0,12.0,2.0,8.0,6.0,3.0,32.0,2.0,8.0,2.0,8.0,2.9634849531883574,3.9342989254906495,2.9197363827354463,0.8379348643536769,14.666629044919306,215.1100075412706
1002,2004.0,DEF02,44567.0,10.704748953825517,-0.0131959207030973,9.27184250716231,85.96706347762186,7.881980049122921,62.125609494771766,5.0,22.0,7.0,20.0,31.0,1.0,24.0,1.0,3.0,2.0,2.0,4.0,8.0,2.0,2.0,4.0,2.0,3.297899602143482,4.1074742516208005,3.328771790220189,0.8235152015250412,14.354136055518408,206.04122190033357
1002,2005.0,DEF02,44967.0,10.713684166398703,0.0089352125731885,9.386840661931917,88.11277761249842,7.129599181859388,50.83118449397005,7.0,30.0,9.0,25.0,46.0,4.0,36.0,3.0,1.0,4.0,2.0,2.0,16.0,1.0,4.0,2.0,4.0,3.099825731243212,4.628031341871583,3.127715779636396,0.6892775869114598,15.374985819811256,236.3901889593972
1002,2006.0,DEF02,46793.0,10.753488898069062,0.0398047316703564,9.969718222556123,99.39528143716764,7.452480906931506,55.53947166817865,14.0,51.0,16.0,43.0,53.0,6.0,40.0,6.0,2.0,5.0,2.0,5.0,20.0,2.0,5.0,5.0,5.0,3.1848209003980803,4.178335418607647,3.210179281692026,0.9697232558599688,14.862488181922473,220.89355495778517
1002,2007.0,DEF02,45857.0,10.73328313778719,-0.0202057602818719,10.0798618770946,101.60361546130508,9.031551457796104,81.56892173481893,2.0,24.0,4.0,18.0,35.0,1.0,21.0,2.0,5.0,3.0,1.0,7.0,12.0,5.0,3.0,5.0,3.0,3.794769520082397,4.704334998573287,3.803231625201805,0.8465704134916886,14.916666626975063,222.5069432603116
1002,2008.0,DEF02,48014.0,10.779247914030242,0.0459647762430517,9.81719771447464,96.37737096508609,7.644848270931622,58.44370508556621,4.0,19.0,4.0,14.0,32.0,6.0,17.0,7.0,2.0,3.0,2.0,2.0,12.0,2.0,3.0,2.0,3.0,3.107661898752692,5.182199719080495,3.022579478237028,0.8440240637820939,14.44163852088831,208.56092316800508
1002,2009.0,DEF02,47530.0,10.769116369608057,-0.0101315444221867,9.3866954280652,88.1100510592601,7.490977781415221,56.11474812165651,11.0,30.0,13.0,27.0,12.0,6.0,5.0,6.0,1.0,3.0,2.0,1.0,12.0,1.0,3.0,1.0,3.0,3.134300326951976,4.186952204339882,3.1747271204928955,0.875445953791805,13.887483616701788,192.86220120416058
1002,2010.0,DEF02,46774.0,10.753082771972014,-0.0160335976360403,7.83025470783945,61.31288878964188,8.993573390643526,80.88436233289129,55.0,27.0,59.0,21.0,34.0,37.0,24.0,39.0,6.0,2.0,2.0,5.0,8.0,5.0,2.0,4.0,2.0,3.893321814131397,5.583008726198936,3.851355246630783,0.8274613253599956,13.749967088500085,189.0615949348355
1002,2011.0,DEF02,47954.0,10.777997497061715,0.024914725089701,9.492033005431104,90.09869057619343,9.430688970118688,88.93789445111827,9.0,13.0,11.0,11.0,22.0,1.0,16.0,2.0,4.0,8.0,6.0,4.0,32.0,3.0,8.0,3.0,8.0,4.469520838918809,5.849446909958221,4.27017736259676,1.206451053728973,14.829136039623833,219.90327568167044
1002,2012.0,DEF02,47362.0,10.765575498395966,-0.012421998665749,8.912413455359225,79.43111359926816,7.982897768691463,63.726656785379134,23.0,16.0,25.0,11.0,31.0,23.0,14.0,24.0,2.0,1.0,0.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0469075453020857,4.307016396543717,3.055051051151749,0.7227997951556123,14.404136087352375,207.479136422967
1002,2013.0,DEF02,48273.0,10.78462767712726,0.0190521787312931,8.9869681514409,80.76559655501306,7.8469726271126845,61.57497941065574,15.0,30.0,20.0,19.0,31.0,15.0,15.0,19.0,3.0,5.0,4.0,3.0,20.0,2.0,6.0,2.0,5.0,3.324988401318934,5.400140799161719,3.357466918603923,0.9273755119313024,14.59164323700657,212.91605235607958
1002,2014.0,DEF02,48536.0,10.790061069622134,0.0054333924948739,10.66490862535638,113.74027598720092,8.13429237200077,66.16671239318991,9.0,40.0,10.0,32.0,66.0,3.0,42.0,3.0,3.0,3.0,1.0,5.0,12.0,2.0,3.0,3.0,3.0,3.491112606008913,4.9944087093793135,3.4932817303028294,0.8104208352693931,16.133286203939885,260.28292373823706
1002,2015.0,DEF02,47807.0,10.774927351272389,-0.0151337183497464,9.892443105177378,97.86043058917144,9.508181279167854,90.40551123751804,2.0,24.0,2.0,13.0,21.0,2.0,10.0,8.0,3.0,3.0,2.0,4.0,12.0,3.0,4.0,3.0,4.0,4.098353999641319,4.826623359758438,4.036232160880115,0.9464822984428304,14.14163850902341,199.98593971989388
1002,2016.0,DEF02,48350.0,10.78622150088144,0.0112941496090535,9.798200233568853,96.00472781710867,7.742919037556977,59.95279522216226,10.0,39.0,11.0,22.0,35.0,5.0,18.0,8.0,3.0,2.0,0.0,4.0,8.0,3.0,2.0,3.0,2.0,3.186386435208633,4.004208082903456,3.210567492444671,0.4469780397148937,15.19579807360754,230.9122790938546
1002,2017.0,DEF02,49559.0,10.810919157976958,0.0246976570955173,9.754774734955117,95.15563012971866,9.855402055296109,97.12894967153476,3.0,14.0,6.0,10.0,34.0,1.0,24.0,5.0,4.0,1.0,0.0,4.0,4.0,3.0,2.0,3.0,1.0,3.819923277246553,5.650212284359738,3.7983028365513047,0.7368726547249904,14.749962437924522,217.5613919201843
1002,2018.0,DEF02,50681.0,10.833306365889976,0.0223872079130167,10.270399832580113,105.48111272106156,5.782806052613604,33.44084584214453,12.0,49.0,13.0,34.0,45.0,8.0,31.0,12.0,0.0,5.0,3.0,1.0,20.0,0.0,5.0,0.0,5.0,2.6526633268869784,3.612365502148221,2.689090456752393,0.4131801869228314,16.00413613106245,256.1323733015785
1002,2019.0,DEF02,50882.0,10.837264505417558,0.0039581395275831,10.219301243223804,104.43411789975558,8.210177328067935,67.40701175832073,3.0,34.0,3.0,21.0,50.0,1.0,31.0,10.0,4.0,3.0,2.0,5.0,12.0,3.0,3.0,3.0,3.0,3.3374704585642028,4.4177549587290175,3.356111696732376,0.3433627670471872,15.195798133245802,230.91228090635659
1003,1990.0,DEF03,31488.0,10.35736179985198,,9.789419833123254,95.83274066914692,6.805439245770743,46.31400332787666,0.0,16.0,0.0,15.0,41.0,12.0,40.0,13.0,2.0,3.0,1.0,2.0,12.0,2.0,3.0,2.0,5.0,2.6174766329887484,3.927415539081028,2.6334871634490664,0.5278350210138734,15.378268014706363,236.49112713214078
1003,1991.0,DEF03,34867.0,10.459296102128596,0.1019343022766179,8.534763658026785,72.84219069837475,6.474167383891352,41.9148433146426,18.0,18.0,17.0,18.0,26.0,12.0,25.0,11.0,4.0,4.0,0.0,3.0,16.0,4.0,4.0,3.0,4.0,2.6642664131240137,4.760027403177448,2.6333866466382023,0.576870610413784,14.300955226753961,204.51732039762146
1003,1992.0,DEF03,36666.0,10.50960517412297,0.0503090719943735,9.564952166342191,91.48830994441418,6.006870894842313,36.08249794730369,8.0,39.0,7.0,38.0,29.0,6.0,27.0,3.0,2.0,8.0,4.0,2.0,32.0,2.0,8.0,1.0,7.0,2.5561152744009847,3.6559025861528496,2.56644756991087,0.4265505103224636,14.832420807048054,220.00070699735204
1003,1993.0,DEF03,35141.0,10.467123818934358,-0.0424813551886131,8.292257154211809,68.76152871157693,8.08188912373762,65.31693180838843,17.0,7.0,14.0,7.0,20.0,22.0,20.0,22.0,3.0,4.0,1.0,3.0,16.0,4.0,4.0,3.0,4.0,3.026924765444801,4.85490060044146,2.966248011540684,0.7328887297541776,14.36916822803397,206.4729955655409
1003,1994.0,DEF03,34860.0,10.459095319074011,-0.0080284998603463,9.516653693752056,90.56669752680465,8.613081988380234,74.18518133856,14.0,34.0,13.0,34.0,36.0,5.0,32.0,4.0,4.0,5.0,3.0,6.0,20.0,4.0,5.0,6.0,5.0,3.417889677928664,4.999011227026286,3.4695311023164663,0.6831287283783902,15.163542407030297,229.93301832980617
1003,1995.0,DEF03,35847.0,10.487015160517863,0.0279198414438521,8.884786275639783,78.93942716379705,5.827170403613343,33.95591491274728,24.0,37.0,24.0,37.0,49.0,25.0,41.0,24.0,2.0,7.0,2.0,3.0,28.0,2.0,7.0,3.0,7.0,2.458721689288328,3.483148547138167,2.462533480955918,0.7840720248288994,14.460653204827267,209.11049111028112
1003,1996.0,DEF03,37102.0,10.521426155498318,0.0344109949804547,7.08122669966059,50.14377157198601,4.878151047798472,23.796357645137327,41.0,18.0,41.0,18.0,15.0,38.0,15.0,36.0,0.0,7.0,3.0,0.0,28.0,0.0,7.0,0.0,7.0,2.258403262869663,3.507276417095984,2.186773001306032,0.6751398290363094,13.638351029855656,186.00461881356483
1003,1997.0,DEF03,37968.0,10.544498978675543,0.0230728231772268,8.875175657596296,78.76874295318984,5.986716959157161,35.840779949059964,19.0,35.0,19.0,34.0,39.0,21.0,33.0,19.0,3.0,8.0,1.0,3.0,32.0,3.0,8.0,2.0,8.0,2.602920417024853,4.561104845861512,2.666021083910038,0.7372103669351708,14.804640934152404,219.17739318918098
1003,1998.0,DEF03,37799.0,10.540037926231284,-0.0044610524442614,8.915788994089525,79.4912933871279,8.836317192477313,78.08050152607015,14.0,10.0,14.0,8.0,26.0,16.0,23.0,13.0,5.0,0.0,0.0,6.0,0.0,5.0,0.0,6.0,0.0,3.20156420017294,5.048897040313456,3.2106207831614992,0.4577423196590526,15.005875015571798,225.1762849829619
1003,1999.0,DEF03,38324.0,10.553831610770764,0.0137936845394808,9.655586674610714,93.23035403091998,6.210136893751457,38.565800239133,8.0,35.0,9.0,31.0,25.0,2.0,18.0,2.0,3.0,5.0,3.0,3.0,20.0,3.0,4.0,3.0,4.0,2.388514189904407,3.2854754718936507,2.354630460690892,0.3164261062117656,15.001775988075728,225.05328279640548
1003,2000.0,DEF03,39237.0,10.57737545815726,0.023543847386497,9.725870603892396,94.59255900365824,6.429273538284767,41.33555823008873,4.0,12.0,5.0,11.0,19.0,9.0,14.0,8.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,1.0,2.0,2.312688323124016,3.734785164922648,2.360594270945216,0.6985712394802228,15.344214335019636,235.4449135590221
1003,2001.0,DEF03,39673.0,10.588426134546184,0.0110506763889226,8.811599312191296,77.64428243861012,7.769598456552315,60.36666017606012,15.0,26.0,15.0,23.0,31.0,14.0,28.0,12.0,4.0,2.0,0.0,4.0,8.0,4.0,1.0,4.0,1.0,2.624864343429836,4.411579797162924,2.683946650152927,1.1496147454617505,14.252172250775262,203.1244138657684
