,1991-2005_hotdays,2011-2020_colddays,1991-2005_colddays,2006-2020_hotdays,2006-2020_colddays,1991-2000_hotdays,1991-2000_colddays,2001-2010_hotdays,2001-2010_colddays,2011-2020_hotdays
8435,10.239094725314839,10.651697699890471,10.403358277057857,10.36874771814531,10.332238043081416,10.511908020804817,10.594032302217355,10.104052573932092,10.514786418400876,10.405257393209201
8436,10.129585690819493,10.651697699890471,10.147837196568718,10.36874771814531,10.332238043081416,10.183410895154667,10.347659457979743,10.15881708652793,10.377875136911282,10.405257393209201
8437,10.135135135135135,10.511908020804817,10.153396639883127,10.111334185070268,10.220843219565614,10.019162332329593,10.457158499863127,10.112359550561798,10.359002466429159,10.156036134683822
9162,10.07483117357182,10.520547945205479,10.166088702317941,10.372534696859022,10.445580715850985,10.019162332329593,10.320284697508896,10.268346111719605,10.487404162102957,10.301369863013699
9163,10.312100748311735,10.563961485557083,10.275597736813287,10.34609045962278,10.47427211133492,10.375034218450589,10.539282781275665,10.104052573932092,10.377875136911282,10.398899587345255
9172,10.344153304653892,10.680944535969248,10.383261634728196,10.281405186683832,10.299797682545522,10.127737226277372,10.492700729927007,10.218171775752555,10.43910521955261,10.29654036243822
9174,10.111334185070268,10.347659457979743,10.202591713816389,10.147837196568718,10.184340208067166,10.046537092800438,10.347659457979743,10.049288061336254,10.405257393209201,10.073911853271284
9175,10.239094725314839,10.377622377622378,10.312100748311735,10.27526395173454,10.143288084464555,10.265535176567205,10.539282781275665,10.210970464135022,10.436005625879044,10.293706293706293
9176,10.181886367897993,10.320284697508896,10.25689105569098,10.166088702317941,10.220843219565614,10.28921023359288,10.317018909899888,10.159977547010946,10.188043783328656,10.128661374212976
9178,10.111334185070268,10.539282781275665,10.202591713816389,10.093082679321045,10.220843219565614,10.101286613742129,10.320284697508896,10.240963855421686,10.43263964950712,10.128661374212976
9179,10.242290748898679,10.491623180444932,10.38913362701909,10.426193524785074,10.353027254435705,10.265535176567205,10.703531344100739,10.08008837337752,10.43910521955261,10.244438341115078
9180,10.184340208067166,10.539282781275665,10.184340208067166,10.147837196568718,10.239094725314839,10.073911853271284,10.347659457979743,10.021905805038335,10.350492880613363,10.046537092800438
9181,10.293849242562512,,10.366855265559408,10.766423357664234,11.222627737226277,10.320284697508896,10.511908020804817,10.335386721423683,10.506502395619439,
9184,10.07483117357182,10.539282781275665,10.147837196568718,10.111334185070268,10.275597736813287,10.046537092800438,10.320284697508896,10.021905805038335,10.350492880613363,10.019162332329593
9185,10.389005357558817,,10.482180293501049,10.766423357664234,11.313868613138686,10.336441021483584,10.53911633563032,10.335386721423683,10.574948665297741,
9186,10.166088702317941,10.429783739392281,10.202591713816389,10.202591713816389,10.184340208067166,10.128661374212976,10.375034218450589,10.104052573932092,10.43263964950712,10.128661374212976
9188,10.129585690819493,10.429783739392281,10.33035225406096,10.093082679321045,10.239094725314839,10.128661374212976,10.429783739392281,10.021905805038335,10.377875136911282,10.073911853271284
9261,10.399551904406273,10.427586206896551,10.34353995519044,10.261194029850746,10.42910447761194,10.223732653639196,10.506938544321722,10.196629213483146,10.365168539325843,10.344827586206897
9271,10.366855265559408,10.539282781275665,10.421609782807082,10.257346231064062,10.312100748311735,10.265535176567205,10.539282781275665,10.049288061336254,10.542168674698795,10.101286613742129
9272,10.129585690819493,10.602739726027398,10.166088702317941,10.345457868762566,10.327179674648145,10.073911853271284,10.375034218450589,10.090485330408555,10.446942692624075,10.191780821917808
9273,10.093082679321045,10.48298572996707,10.312100748311735,10.23765996343693,10.402193784277879,10.156036134683822,10.457158499863127,10.131434830230011,10.43263964950712,10.26344676180022
9274,10.399551904406273,10.427586206896551,10.34353995519044,10.261194029850746,10.42910447761194,10.223732653639196,10.506938544321722,10.196629213483146,10.365168539325843,10.344827586206897
9279,10.333048676345005,10.343871325568497,10.631938514090521,10.40204211869815,10.487130397787706,10.333048676345005,10.631938514090521,10.502283105022832,11.232876712328768,10.537992235163616
9361,10.33035225406096,10.428100987925356,10.275597736813287,10.511882998171846,10.475319926873857,10.073911853271284,10.375034218450589,10.15881708652793,10.377875136911282,10.345773874862788
9362,10.184340208067166,10.48298572996707,10.312100748311735,10.23765996343693,10.402193784277879,10.128661374212976,10.457158499863127,10.15881708652793,10.43263964950712,10.26344676180022
9372,10.246360582306831,10.375034218450589,10.265024262784621,10.129585690819493,10.184340208067166,10.22083805209513,10.447338618346546,10.049288061336254,10.43263964950712,10.046537092800438
9374,10.147837196568718,10.429783739392281,10.202591713816389,10.220843219565614,10.166088702317941,10.046537092800438,10.347659457979743,10.076670317634173,10.323110624315444,10.156036134683822
9375,10.184340208067166,10.48298572996707,10.312100748311735,10.23765996343693,10.402193784277879,10.128661374212976,10.457158499863127,10.15881708652793,10.43263964950712,10.26344676180022
9376,10.220843219565614,10.75150850246846,10.184340208067166,10.34356725146199,10.398391812865498,10.347659457979743,10.429783739392281,10.104052573932092,10.43263964950712,10.312671420735052
9377,10.202591713816389,10.550835845437106,10.220843219565614,10.277227722772277,10.396039603960396,10.073911853271284,10.457158499863127,10.10226216299969,10.257204834211342,10.057550013702384
9462,10.293849242562512,10.56665754174651,10.512867311553203,10.312100748311735,10.275597736813287,10.101286613742129,10.621407062688201,10.049288061336254,10.487404162102957,10.23816041609636
9463,10.243810243810243,10.617760617760618,10.206010206010205,10.378398236590742,10.378398236590742,10.265535176567205,10.539282781275665,10.27199074074074,10.185185185185185,10.286817429674572
9464,10.093082679321045,10.594032302217355,10.202591713816389,10.403358277057857,10.366855265559408,10.019162332329593,10.320284697508896,10.049288061336254,10.405257393209201,10.29290993703805
9471,10.147837196568718,10.643564356435643,10.220843219565614,10.252654705236177,10.270963017209814,10.128661374212976,10.375034218450589,10.131434830230011,10.487404162102957,10.396039603960396
9472,10.147837196568718,10.375034218450589,10.184340208067166,10.220843219565614,10.202591713816389,10.101286613742129,10.347659457979743,10.076670317634173,10.350492880613363,10.128661374212976
9473,10.243810243810243,10.617760617760618,10.206010206010205,10.378398236590742,10.378398236590742,10.265535176567205,10.539282781275665,10.27199074074074,10.185185185185185,10.286817429674572
9474,10.07483117357182,10.347659457979743,10.184340208067166,10.166088702317941,10.275597736813287,10.073911853271284,10.347659457979743,10.049288061336254,10.43263964950712,10.073911853271284
9475,10.093082679321045,10.594032302217355,10.202591713816389,10.403358277057857,10.366855265559408,10.019162332329593,10.320284697508896,10.049288061336254,10.405257393209201,10.29290993703805
9476,10.257346231064062,10.359002466429159,10.385106771308633,10.429223744292237,10.356164383561644,10.073911853271284,10.648781823159048,10.18619934282585,10.487404162102957,10.249383392710332
9477,10.202591713816389,10.594032302217355,10.275597736813287,10.257346231064062,10.202591713816389,10.128661374212976,10.347659457979743,10.104052573932092,10.405257393209201,10.128661374212976
9478,10.187110187110187,10.617760617760618,10.3005103005103,10.378398236590742,10.378398236590742,10.320284697508896,10.539282781275665,10.21412037037037,10.21412037037037,10.286817429674572
9561,10.202591713816389,10.362836723474436,10.348603759810185,10.395314787701318,10.340409956076135,10.210785655625513,10.539282781275665,10.323110624315444,10.624315443592552,10.280373831775702
9562,10.147837196568718,10.320284697508896,10.220843219565614,10.111334185070268,10.202591713816389,10.046537092800438,10.320284697508896,10.021905805038335,10.350492880613363,10.046537092800438
9563,10.220843219565614,10.594032302217355,10.239094725314839,10.147837196568718,10.312100748311735,10.128661374212976,10.511908020804817,10.104052573932092,10.487404162102957,10.101286613742129
9564,10.220843219565614,10.594032302217355,10.239094725314839,10.147837196568718,10.312100748311735,10.128661374212976,10.511908020804817,10.104052573932092,10.487404162102957,10.101286613742129
9565,10.257346231064062,10.477346278317151,10.385106771308633,10.173766816143498,10.31390134529148,10.265535176567205,10.539282781275665,10.301163586584531,10.403832991101986,10.396440129449838
9571,10.220843219565614,10.402408978921434,10.421609782807082,10.111334185070268,10.166088702317941,10.156036134683822,10.511908020804817,10.104052573932092,10.405257393209201,10.101286613742129
9572,10.184340208067166,10.414364640883978,10.257346231064062,10.319500550863019,10.33786265148733,10.101286613742129,10.402408978921434,10.021905805038335,10.405257393209201,10.359116022099448
9573,10.220843219565614,10.594032302217355,10.239094725314839,10.147837196568718,10.312100748311735,10.128661374212976,10.511908020804817,10.104052573932092,10.487404162102957,10.101286613742129
9575,10.147837196568718,10.375034218450589,10.220843219565614,10.147837196568718,10.275597736813287,10.019162332329593,10.429783739392281,10.131434830230011,10.377875136911282,10.156036134683822
9576,10.257346231064062,10.309843707156567,10.385106771308633,10.122419148547415,10.23204823679883,10.265535176567205,10.539282781275665,10.104052573932092,10.350492880613363,10.145324924595558
9577,10.184340208067166,10.47723532638508,10.549370323051651,10.25219298245614,10.307017543859649,10.23816041609636,10.648781823159048,10.295728368017524,10.624315443592552,10.065825562260011
9661,10.512867311553203,10.48298572996707,10.385106771308633,10.438756855575868,10.56672760511883,10.210785655625513,10.539282781275665,10.18619934282585,10.487404162102957,10.592755214050493
9662,10.249307479224377,10.789980732177264,10.447170557973882,10.368199303901813,10.349880930573365,10.128661374212976,10.594032302217355,10.10226216299969,10.536101642392316,10.404624277456648
9671,10.147837196568718,10.375034218450589,10.239094725314839,10.166088702317941,10.239094725314839,10.128661374212976,10.539282781275665,10.104052573932092,10.405257393209201,10.183410895154667
9672,10.129585690819493,10.457158499863127,10.184340208067166,10.111334185070268,10.257346231064062,10.073911853271284,10.402408978921434,10.049288061336254,10.323110624315444,10.073911853271284
9675,10.07483117357182,10.375034218450589,10.184340208067166,10.111334185070268,10.239094725314839,10.073911853271284,10.347659457979743,10.076670317634173,10.377875136911282,10.019162332329593
9676,10.093082679321045,10.429783739392281,10.184340208067166,10.129585690819493,10.220843219565614,10.210785655625513,10.375034218450589,10.076670317634173,10.350492880613363,10.101286613742129
9678,10.249307479224377,10.789980732177264,10.447170557973882,10.368199303901813,10.349880930573365,10.128661374212976,10.594032302217355,10.10226216299969,10.536101642392316,10.404624277456648
9679,10.07483117357182,10.375034218450589,10.147837196568718,10.111334185070268,10.239094725314839,10.046537092800438,10.429783739392281,10.076670317634173,10.43263964950712,10.019162332329593
9762,10.184340208067166,10.296634341129492,10.257346231064062,10.277569392348086,10.221305326331583,10.265535176567205,10.457158499863127,10.131434830230011,10.514786418400876,10.211066742726754
9764,10.168869309838472,10.472787245739417,10.297356828193832,10.177558118250046,10.26908292147172,10.242959690778575,10.38100496963004,10.243768830457409,10.408107367844426,10.335349092908192
9773,10.293849242562512,10.351455244371225,10.312100748311735,10.31819017840721,10.354975170130587,10.156036134683822,10.484533260333972,10.190555095277547,10.383871858602596,10.351455244371225
9774,10.22897897897898,10.429783739392281,10.285285285285285,10.111334185070268,10.166088702317941,10.194174757281553,10.451170759565962,10.104052573932092,10.350492880613363,10.101286613742129
9778,10.129585690819493,10.375034218450589,10.147837196568718,10.129585690819493,10.220843219565614,10.046537092800438,10.375034218450589,10.049288061336254,10.323110624315444,10.019162332329593
9779,10.147837196568718,10.320284697508896,10.257346231064062,10.147837196568718,10.239094725314839,10.210785655625513,10.375034218450589,10.049288061336254,10.323110624315444,10.073911853271284
9780,10.111334185070268,10.375034218450589,10.184340208067166,10.147837196568718,10.147837196568718,10.046537092800438,10.402408978921434,10.049288061336254,10.377875136911282,10.073911853271284
