Station_ID,von_datum,bis_datum,Haversine,Kreise_Code,recocap_rad,reco_diff_rad,elevation,Stationshoehe[m],elevation_selection
7106.0,20060901.0,20230213.0,7.731969198,5711.0,10.0,2.268030802,118.0,105.0,-13.0
7106.0,20060901.0,20230213.0,19.11443926,5754.0,17.51797274,-1.59646652,75.0,105.0,30.0
1891.0,18880101.0,20020331.0,3.55915711,5754.0,17.51797274,13.95881563,75.0,72.5,-2.5
5681.0,19810901.0,19981231.0,16.69017527,7336.0,13.66894825,-3.021227016,239.0,200.0,-39.0
555.0,19400101.0,20230213.0,2.398440813,5911.0,10.0,7.601559187,100.0,96.0,-4.0
555.0,19400101.0,20230213.0,2.398440813,5911.0,10.0,7.601559187,100.0,96.0,-4.0
555.0,19400101.0,20230213.0,9.244846453,5513.0,10.0,0.755153547,60.0,96.0,36.0
555.0,19400101.0,20230213.0,9.244846453,5513.0,10.0,0.755153547,60.0,96.0,36.0
2173.0,19760101.0,20071231.0,9.575265763,5513.0,10.0,0.424734237,60.0,60.0,0.0
555.0,19400101.0,20230213.0,3.988669941,5916.0,10.0,6.011330059,65.0,96.0,31.0
555.0,19400101.0,20230213.0,3.988669941,5916.0,10.0,6.011330059,65.0,96.0,31.0
13696.0,20071201.0,20230213.0,14.33802221,5916.0,10.0,-4.338022214,65.0,60.0,-5.0
2173.0,19760101.0,20071231.0,7.239660027,5916.0,10.0,2.760339973,65.0,60.0,-5.0
555.0,19400101.0,20230213.0,12.61348645,5562.0,15.54811012,2.934623663,85.0,96.0,11.0
13696.0,20071201.0,20230213.0,14.42781381,5562.0,15.54811012,1.120296312,85.0,60.0,-25.0
2173.0,19760101.0,20071231.0,4.099721513,5562.0,15.54811012,11.4483886,85.0,60.0,-25.0
6258.0,20030101.0,20230213.0,6.930764335,8435.0,14.60510922,7.674344886,446.0,461.0,15.0
617.0,20040601.0,20230213.0,3.72676877,5554.0,21.28902309,17.56225432,50.0,47.0,-3.0
554.0,19470101.0,20060228.0,22.16797427,5554.0,21.28902309,-0.878951174,50.0,21.95,-28.05
554.0,19470101.0,20060228.0,19.8723663,5170.0,18.24100495,-1.631361347,24.0,21.95,-2.0500000000000007
1087.0,19510101.0,19931231.0,23.02073274,5170.0,18.24100495,-4.779727789,24.0,23.5,-0.5
13670.0,20070601.0,20230213.0,17.56013742,5170.0,18.24100495,0.680867535,24.0,24.0,0.0
1087.0,19510101.0,19931231.0,8.295915726,5119.0,10.0,1.704084274,35.0,23.5,-11.5
650.0,19480701.0,20010430.0,0.310352791,12051.0,10.0,9.689647209,32.0,32.5,0.5
6265.0,20040501.0,20230213.0,12.36289273,12051.0,10.0,-2.362892729,32.0,36.0,4.0
650.0,19480701.0,20010430.0,20.59306541,12063.0,23.46943457,2.876369162,34.0,32.5,-1.5
5825.0,19530701.0,20230213.0,18.1447572,12063.0,23.46943457,5.324677372,34.0,40.0,6.0
662.0,19610101.0,20230213.0,22.28950356,3151.0,22.29054208,0.001038523,53.0,81.44,28.44
5676.0,19810401.0,20230213.0,13.7411629,3151.0,22.29054208,8.549379183,53.0,75.16666667,22.16666667
7432.0,20070501.0,20230213.0,19.45122847,3151.0,22.29054208,2.839313613,53.0,70.5,17.5
662.0,19610101.0,20230213.0,16.77657141,3102.0,10.0,-6.776571409,93.0,81.44,-11.560000000000002
4364.0,19650101.0,19991231.0,13.2936557,3102.0,10.0,-3.293655696,93.0,134.0,41.0
1224.0,19751101.0,20230213.0,2.241692762,8316.0,14.65045187,12.40875911,201.0,207.1666667,6.166666700000008
