,1991-2005_hotdays,1991-2005_colddays,2006-2020_hotdays,2006-2020_colddays,1991-2000_hotdays,1991-2000_colddays,2001-2010_hotdays,2001-2010_colddays,2011-2020_hotdays,2011-2020_colddays
9163,10.366855265559408,10.239094725314839,10.21790880791064,10.419337117744004,10.484533260333972,10.594032302217355,10.15881708652793,10.350492880613363,10.233837689133425,10.398899587345255
9172,10.324599139616739,10.305044974579586,10.20783520323708,10.281405186683832,10.127737226277372,10.279805352798054,10.135321734327533,10.328638497652582,10.159253157605711,10.43382756727073
9174,10.111334185070268,10.184340208067166,10.111334185070268,10.166088702317941,10.019162332329593,10.347659457979743,10.021905805038335,10.323110624315444,10.046537092800438,10.347659457979743
9175,10.202591713816389,10.293849242562512,10.237556561085972,10.218702865761689,10.210785655625513,10.375034218450589,10.182841068917018,10.29535864978903,10.097902097902098,10.573426573426573
9176,10.25689105569098,10.25689105569098,10.184340208067166,10.220843219565614,10.233592880978865,10.483870967741936,10.103845074375526,10.216110019646365,10.019162332329593,10.347659457979743
9178,10.129585690819493,10.166088702317941,10.111334185070268,10.257346231064062,10.046537092800438,10.347659457979743,10.049288061336254,10.46002190580504,10.019162332329593,10.347659457979743
9179,10.168869309838472,10.26064610866373,10.316444119261021,10.444485092372416,10.183410895154667,10.511908020804817,10.024855012427507,10.43910521955261,10.162043394671793,10.43669321614941
9180,10.07483117357182,10.166088702317941,10.147837196568718,10.220843219565614,10.073911853271284,10.347659457979743,10.18619934282585,10.323110624315444,10.128661374212976,10.484533260333972
9181,10.129585690819493,10.403358277057857,10.94890510948905,10.857664233576642,10.073911853271284,10.539282781275665,10.369609856262834,10.472279260780287,,
9184,10.147837196568718,10.147837196568718,10.166088702317941,10.202591713816389,10.019162332329593,10.320284697508896,10.131434830230011,10.323110624315444,10.128661374212976,10.320284697508896
9185,10.365711623573258,10.389005357558817,11.040145985401459,11.222627737226277,10.214835832995542,10.620186461289014,10.369609856262834,10.609171800136892,,
9186,10.129585690819493,10.184340208067166,10.111334185070268,10.202591713816389,10.073911853271284,10.402408978921434,10.076670317634173,10.350492880613363,10.183410895154667,10.429783739392281
9188,10.166088702317941,10.293849242562512,10.147837196568718,10.184340208067166,10.183410895154667,10.402408978921434,10.076670317634173,10.46002190580504,10.046537092800438,10.402408978921434
9261,10.436893203883495,10.679611650485437,10.223880597014926,10.42910447761194,10.138770886434438,10.563579722458227,10.112359550561798,10.308988764044944,10.179310344827586,10.482758620689655
9271,10.275597736813287,10.293849242562512,10.312100748311735,10.366855265559408,10.23816041609636,10.429783739392281,10.104052573932092,10.46002190580504,10.210785655625513,10.648781823159048
9272,10.093082679321045,10.166088702317941,10.290623286419303,10.327179674648145,10.019162332329593,10.347659457979743,10.063065533315054,10.474362489717576,10.054794520547945,10.493150684931507
9273,10.111334185070268,10.166088702317941,10.23765996343693,10.274223034734918,10.101286613742129,10.347659457979743,10.021905805038335,10.377875136911282,10.318331503841932,10.537870472008782
9274,10.436893203883495,10.679611650485437,10.223880597014926,10.42910447761194,10.138770886434438,10.563579722458227,10.112359550561798,10.308988764044944,10.179310344827586,10.482758620689655
9279,10.503842869342442,10.589239965841161,10.444586258242927,10.487130397787706,10.503842869342442,10.589239965841161,10.776255707762557,10.867579908675799,10.427066001109262,10.676650027731558
9361,10.220843219565614,10.275597736813287,10.23765996343693,10.347349177330896,10.046537092800438,10.511908020804817,10.240963855421686,10.487404162102957,10.236004390779364,10.510428100987925
9362,10.111334185070268,10.166088702317941,10.23765996343693,10.274223034734918,10.101286613742129,10.347659457979743,10.021905805038335,10.377875136911282,10.318331503841932,10.537870472008782
9372,10.13437849944009,10.358342665173572,10.129585690819493,10.166088702317941,10.13590033975085,10.447338618346546,10.076670317634173,10.377875136911282,10.046537092800438,10.375034218450589
9374,10.129585690819493,10.220843219565614,10.111334185070268,10.184340208067166,10.128661374212976,10.320284697508896,10.076670317634173,10.323110624315444,10.046537092800438,10.375034218450589
9375,10.111334185070268,10.166088702317941,10.23765996343693,10.274223034734918,10.101286613742129,10.347659457979743,10.021905805038335,10.377875136911282,10.318331503841932,10.537870472008782
9376,10.166088702317941,10.239094725314839,10.398391812865498,10.288742690058479,10.29290993703805,10.457158499863127,10.131434830230011,10.43263964950712,10.175534832693362,10.641799232035106
9377,10.166088702317941,10.239094725314839,10.217821782178218,10.435643564356436,10.128661374212976,10.457158499863127,10.257204834211342,10.319181902696002,10.221978624280625,10.5234310770074
9462,10.33035225406096,10.385106771308633,10.239094725314839,10.239094725314839,10.128661374212976,10.484533260333972,10.240963855421686,10.43263964950712,10.484533260333972,10.511908020804817
9463,10.243810243810243,10.262710262710263,10.378398236590742,10.415135929463629,10.210785655625513,10.594032302217355,10.243055555555555,10.387731481481481,10.286817429674572,10.535024820739107
9464,10.093082679321045,10.220843219565614,10.129585690819493,10.312100748311735,10.128661374212976,10.320284697508896,10.131434830230011,10.377875136911282,10.183410895154667,10.56665754174651
9471,10.129585690819493,10.184340208067166,10.161113145367997,10.234346393262541,10.019162332329593,10.429783739392281,10.049288061336254,10.405257393209201,10.313531353135314,10.478547854785479
9472,10.220843219565614,10.239094725314839,10.147837196568718,10.220843219565614,10.073911853271284,10.457158499863127,10.021905805038335,10.350492880613363,10.128661374212976,10.375034218450589
9473,10.243810243810243,10.262710262710263,10.378398236590742,10.415135929463629,10.210785655625513,10.594032302217355,10.243055555555555,10.387731481481481,10.286817429674572,10.535024820739107
9474,10.07483117357182,10.239094725314839,10.166088702317941,10.239094725314839,10.019162332329593,10.347659457979743,10.104052573932092,10.377875136911282,10.073911853271284,10.375034218450589
9475,10.093082679321045,10.220843219565614,10.129585690819493,10.312100748311735,10.128661374212976,10.320284697508896,10.131434830230011,10.377875136911282,10.183410895154667,10.56665754174651
9476,10.275597736813287,10.33035225406096,10.210045662100457,10.28310502283105,10.156036134683822,10.648781823159048,10.076670317634173,10.405257393209201,10.112359550561798,10.496026308577692
9477,10.202591713816389,10.202591713816389,10.166088702317941,10.202591713816389,10.073911853271284,10.429783739392281,10.076670317634173,10.323110624315444,10.073911853271284,10.484533260333972
9478,10.3005103005103,10.31941031941032,10.378398236590742,10.415135929463629,10.29290993703805,10.484533260333972,10.27199074074074,10.300925925925926,10.286817429674572,10.535024820739107
9561,10.184340208067166,10.257346231064062,10.212298682284041,10.395314787701318,10.183410895154667,10.621407062688201,10.131434830230011,10.596933187294633,10.335349092908192,10.555250137438152
9562,10.07483117357182,10.147837196568718,10.129585690819493,10.184340208067166,10.073911853271284,10.320284697508896,10.049288061336254,10.323110624315444,10.046537092800438,10.429783739392281
9563,10.202591713816389,10.184340208067166,10.129585690819493,10.257346231064062,10.156036134683822,10.402408978921434,10.049288061336254,10.377875136911282,10.073911853271284,10.457158499863127
9564,10.202591713816389,10.184340208067166,10.129585690819493,10.257346231064062,10.156036134683822,10.402408978921434,10.049288061336254,10.377875136911282,10.073911853271284,10.457158499863127
9565,10.421609782807082,10.567621828800876,10.257847533632287,10.285874439461884,10.265535176567205,10.511908020804817,10.301163586584531,10.54072553045859,10.153721682847896,10.396440129449838
9571,10.147837196568718,10.239094725314839,10.093082679321045,10.147837196568718,10.073911853271284,10.56665754174651,10.049288061336254,10.350492880613363,10.019162332329593,10.402408978921434
9572,10.111334185070268,10.239094725314839,10.301138450238707,10.246052148365774,10.101286613742129,10.594032302217355,10.104052573932092,10.46002190580504,10.248618784530386,10.414364640883978
9573,10.202591713816389,10.184340208067166,10.129585690819493,10.257346231064062,10.156036134683822,10.402408978921434,10.049288061336254,10.377875136911282,10.073911853271284,10.457158499863127
9575,10.07483117357182,10.166088702317941,10.111334185070268,10.275597736813287,10.019162332329593,10.511908020804817,10.076670317634173,10.323110624315444,10.073911853271284,10.347659457979743
9576,10.421609782807082,10.567621828800876,10.122419148547415,10.268591266215969,10.265535176567205,10.511908020804817,10.104052573932092,10.46002190580504,10.063065533315054,10.282423910063066
9577,10.366855265559408,10.366855265559408,10.215643274853802,10.25219298245614,10.101286613742129,10.457158499863127,10.350492880613363,10.596933187294633,10.175534832693362,10.422380691168403
9661,10.293849242562512,10.403358277057857,10.292504570383912,10.457038391224863,10.101286613742129,10.594032302217355,10.350492880613363,10.596933187294633,10.208562019758507,10.4006586169045
9662,10.229521171349425,10.328452710724179,10.276607437259571,10.423154423887159,10.183410895154667,10.511908020804817,10.13325069724202,10.412147505422993,10.211946050096339,10.569777043765484
9671,10.147837196568718,10.366855265559408,10.111334185070268,10.202591713816389,10.101286613742129,10.429783739392281,10.104052573932092,10.350492880613363,10.073911853271284,10.457158499863127
9672,10.093082679321045,10.184340208067166,10.147837196568718,10.202591713816389,10.019162332329593,10.347659457979743,10.076670317634173,10.350492880613363,10.046537092800438,10.402408978921434
9675,10.129585690819493,10.184340208067166,10.147837196568718,10.257346231064062,10.019162332329593,10.402408978921434,10.076670317634173,10.405257393209201,10.019162332329593,10.457158499863127
9676,10.166088702317941,10.239094725314839,10.147837196568718,10.147837196568718,10.156036134683822,10.375034218450589,10.021905805038335,10.350492880613363,10.073911853271284,10.375034218450589
9678,10.229521171349425,10.328452710724179,10.276607437259571,10.423154423887159,10.183410895154667,10.511908020804817,10.13325069724202,10.412147505422993,10.211946050096339,10.569777043765484
9679,10.111334185070268,10.184340208067166,10.147837196568718,10.275597736813287,10.073911853271284,10.347659457979743,10.076670317634173,10.43263964950712,10.019162332329593,10.457158499863127
9762,10.220843219565614,10.439861288556306,10.258814703675919,10.24006001500375,10.210785655625513,10.457158499863127,10.240963855421686,10.487404162102957,10.239589275527667,10.26811180832858
9764,10.187224669603523,10.315712187958884,10.214168039538714,10.214168039538714,10.242959690778575,10.463832136940917,10.243768830457409,10.408107367844426,10.225398570643211,10.417811984606926
9773,10.257346231064062,10.257346231064062,10.20783520323708,10.299797682545522,10.210785655625513,10.484533260333972,10.135321734327533,10.43910521955261,10.076880834706206,10.406370126304228
9774,10.153903903903904,10.247747747747749,10.166088702317941,10.202591713816389,10.251284980011421,10.422615648201027,10.18619934282585,10.323110624315444,10.046537092800438,10.320284697508896
9778,10.093082679321045,10.202591713816389,10.093082679321045,10.147837196568718,10.046537092800438,10.402408978921434,10.021905805038335,10.350492880613363,10.019162332329593,10.375034218450589
9779,10.129585690819493,10.275597736813287,10.093082679321045,10.166088702317941,10.101286613742129,10.484533260333972,10.021905805038335,10.377875136911282,10.046537092800438,10.320284697508896
9780,10.129585690819493,10.202591713816389,10.147837196568718,10.166088702317941,10.073911853271284,10.320284697508896,10.021905805038335,10.350492880613363,10.046537092800438,10.375034218450589
