Kreise_Code,year,gdp_percap,lngdp_percap,ln_diff(1),earthquake,flood,extreme_temp,storm,hotdays99TMK_hgt+hav_2010,colddays01TMK_hgt+hav_2010,hotdays99TMK_hgt+hav_2020,colddays01TMK_hgt+hav_2020,hotdays95TMK_hgt+hav_2010,colddays05TMK_hgt+hav_2010,hotdays95TMK_hgt+hav_2020,colddays05TMK_hgt+hav_2020,TMK,TMK_hgt+hav,TMK_hgt+hav2
8211,1995,31801,10.36725301,-0.001822181,0,0,0,1,2,6,1,9,7,19,6,26,9.345957821,9.741102652,94.88908089
8211,1996,32397,10.3858211,0.01856809,0,0,0,0,1,14,1,15,4,41,4,46,7.948812879,8.209956322,67.40338282
8211,1997,33591,10.42201345,0.036192348,0,0,0,0,4,4,5,4,17,16,15,20,9.616357207,9.86328222,97.28433615
8211,1998,34694,10.45432204,0.032308587,0,0,0,1,6,9,5,9,16,25,17,28,9.689616935,9.956729604,99.1364644
8211,1999,36326,10.50028902,0.045966977,0,0,0,0,2,2,1,2,20,15,15,19,9.904081861,10.08082202,101.6229725
8211,2000,36703,10.51061377,0.010324757,0,0,0,0,1,2,1,2,15,12,11,15,10.60290956,10.75497462,115.669479
8211,2001,37643,10.53590229,0.025288518,0,0,0,0,4,2,5,3,19,8,20,11,10.3041001,10.73070332,115.1479937
8211,2002,38803,10.56625284,0.030350549,0,1,0,0,3,5,2,6,23,13,22,17,10.5034319,10.84004913,117.5066652
8211,2003,39971,10.59590947,0.029656628,0,0,1,0,5,5,7,5,31,22,23,23,10.37873368,10.66763267,113.7983867
8211,2004,41205,10.62631489,0.030405417,0,0,0,0,2,1,2,2,14,15,13,17,9.264635243,9.908534697,98.17905984
8211,2005,41140,10.62473616,-0.001578724,0,0,0,0,5,6,2,7,29,23,27,25,9.955520993,9.955520993,99.11239825
8211,2006,42560,10.65867012,0.033933961,0,0,1,2,8,7,4,5,30,26,25,31,10.52515233,10.52515233,110.7788316
8211,2007,44707,10.70788537,0.049215244,0,0,0,0,8,1,7,1,29,15,31,21,10.66782386,10.66782386,113.8024659
8211,2008,46808,10.75380941,0.04592404,0,0,0,0,2,1,2,2,12,17,10,21,10.27810654,10.27810654,105.639474
8211,2009,46146,10.73956556,-0.014243845,0,0,0,0,4,3,4,3,11,9,8,12,10.20251408,10.20251408,104.0912936
8211,2010,47670,10.77205755,0.032491986,0,0,0,1,5,2,3,5,18,27,16,35,9.240890297,9.240890297,85.39405348
8211,2011,48725,10.79394752,0.021889976,0,0,0,0,3,1,2,1,25,11,25,12,11.00726895,11.00726895,121.1599696
8211,2012,51778,10.85472063,0.060773103,0,0,2,0,5,14,5,10,14,18,15,22,10.32471697,10.32471697,106.5997805
8211,2013,49626,10.81227017,-0.042450459,0,1,0,1,9,2,6,3,26,14,23,17,9.876351126,9.876351126,97.54231157
8211,2014,51959,10.85821023,0.045940056,0,0,0,0,3,0,3,1,20,7,20,7,11.54285714,11.54285714,133.237551
8211,2015,51947,10.85797925,-0.000230978,0,0,0,0,17,0,10,0,37,3,34,3,11.09991295,11.09991295,123.2080676
8211,2016,52290,10.86456043,0.00658118,0,0,0,0,7,0,4,0,20,10,20,11,10.3481464,10.3481464,107.0841339
8211,2017,53423,10.88599664,0.021436217,0,0,0,0,3,0,4,2,19,13,19,15,10.65388633,10.65388633,113.5052939
8211,2018,55475,10.92368775,0.037691104,0,0,0,0,8,3,3,1,40,12,36,13,11.61704621,11.61704621,134.9557627
8211,2019,57240,10.95500823,0.031320486,0,0,0,0,7,2,6,2,18,5,16,6,11.0641385,11.0641385,122.4151609
8211,2020,54575,10.90733118,-0.047677052,0,0,0,0,8,0,7,0,33,6,29,7,11.67614355,11.67614355,136.3323283
8212,1995,44123,10.69473647,0.028155984,0,0,0,1,2,4,2,6,11,17,16,19,11.23996224,11.23996224,126.3367511
8212,1996,45997,10.73633146,0.041594989,0,0,0,0,0,13,1,14,10,43,8,39,9.691607341,9.691607341,93.92725286
8212,1997,46024,10.73691828,0.000586823,0,0,0,0,4,5,7,5,13,17,13,20,11.05099462,11.05099462,122.1244822
8212,1998,45673,10.72926259,-0.007655686,0,0,0,0,5,10,7,10,21,21,23,21,11.30304275,11.30304275,127.7587755
8212,1999,46092,10.73839468,0.009132085,0,0,0,0,2,0,2,0,16,12,20,11,11.60367768,11.60367768,134.6453356
8212,2000,47234,10.76286925,0.024474573,0,0,0,0,6,4,4,4,18,10,22,11,12.17068904,12.17068904,148.1256716
8212,2001,48881,10.79714405,0.034274801,0,0,0,0,2,1,2,1,13,23,15,26,11.29902138,11.29902138,127.6678841
8212,2002,48232,10.78377798,-0.013366072,0,1,0,0,4,5,4,6,17,14,22,17,11.70555172,11.70555172,137.019941
8212,2003,48491,10.78913349,0.005355513,0,0,1,0,9,4,8,6,27,18,32,16,11.84446749,11.84446749,140.29141
8212,2004,51456,10.84848235,0.05934886,0,0,0,0,1,1,2,0,16,13,16,15,11.13143956,11.13143956,123.9089467
8212,2005,51590,10.85108313,0.002600782,0,0,0,0,11,7,12,6,32,20,36,22,11.19449053,11.19449053,125.3166182
8212,2006,54892,10.9131229,0.062039763,0,0,1,2,4,5,4,4,22,27,25,30,10.78774994,11.60165401,134.5983759
8212,2007,56396,10.94015351,0.027030616,0,0,0,0,9,0,11,0,28,15,30,18,10.99734991,11.84475723,140.2982737
8212,2008,55634,10.9265498,-0.013603709,0,0,0,0,1,3,1,3,11,16,12,18,10.57402701,11.27521029,127.130367
8212,2009,53841,10.89379054,-0.032759266,0,0,0,0,3,4,4,5,6,15,6,17,10.33772817,10.84088438,117.5247741
8212,2010,55844,10.93031737,0.03652683,0,0,0,1,5,7,3,8,8,39,11,45,9.209957757,9.781688272,95.68142546
8212,2011,56360,10.93951497,0.009197598,0,0,0,0,0,2,0,3,12,12,12,15,11.02005184,11.50207235,132.2976683
8212,2012,57066,10.95196377,0.012448806,0,0,2,0,2,14,2,11,7,25,8,26,10.4093224,10.82273185,117.1315247
8212,2013,57046,10.95161324,-0.000350533,0,1,0,1,4,6,3,3,11,24,13,24,9.912758577,10.45502056,109.3074549
8212,2014,60128,11.0042309,0.052617663,0,0,0,0,1,1,2,1,14,10,13,10,11.63809204,12.17360479,148.1966536
8212,2015,61992,11.03476062,0.030529721,0,0,0,0,13,0,7,0,28,3,28,4,11.25989599,11.74739227,138.0012252
8212,2016,62203,11.03815851,0.003397886,0,0,0,0,3,0,3,0,12,8,13,8,10.64387916,11.19021184,125.2208409
8212,2017,64457,11.07375361,0.035595105,0,0,0,0,3,0,2,0,12,14,15,15,10.87032962,11.40026035,129.9659359
8212,2018,66970,11.11200004,0.038246423,0,0,0,0,1,3,2,1,20,15,27,14,11.82585958,12.33393762,152.1260173
8212,2019,68037,11.12780695,0.015806917,0,0,0,0,6,3,5,2,14,7,16,8,11.22011137,11.72808986,137.5480918
8212,2020,67456,11.11923081,-0.008576141,0,0,0,0,6,4,6,4,19,9,20,9,11.76680262,12.22532878,149.4586639
8215,1995,21056,9.954940834,0.044428017,0,0,0,1,2,4,2,6,10,18,13,20,10.05788057,11.19535257,125.3359191
8215,1996,21364,9.969462541,0.014521707,0,0,0,0,0,13,0,13,10,44,8,41,8.525277963,9.646380143,93.05264986
8215,1997,20896,9.947313032,-0.022149509,0,0,0,0,4,5,6,5,11,16,12,20,9.923740783,11.00254743,121.0560499
8215,1998,23797,10.0773148,0.130001769,0,0,0,0,5,10,7,10,21,21,20,21,10.10453072,11.24989653,126.5601719
8215,1999,23882,10.08088032,0.003565515,0,0,0,0,1,0,2,0,15,12,17,11,10.39356157,11.56135902,133.6650223
8215,2000,24086,10.08938604,0.008505722,0,0,0,0,5,4,4,4,17,10,19,11,10.93008837,12.11432297,146.7568211
8215,2001,24671,10.11338374,0.023997706,0,0,0,0,2,1,2,1,13,21,15,27,10.6072477,11.27548481,127.1365576
8215,2002,25202,10.13467864,0.021294892,0,1,0,0,4,5,4,6,18,14,19,17,11.2189985,11.69701077,136.820061
8215,2003,24379,10.10147738,-0.03320125,0,0,1,0,9,4,8,5,27,18,31,17,11.21398858,11.83240341,140.0057705
8215,2004,24476,10.10544832,0.00397094,0,0,0,0,1,1,2,0,16,13,16,14,10.53222647,11.11849134,123.6208496
8215,2005,25302,10.13863872,0.033190398,0,0,0,0,11,6,12,6,32,20,36,24,10.55215384,11.17571933,124.8967026
8215,2006,27345,10.21628898,0.077650253,0,0,1,2,5,5,5,4,25,27,27,30,10.895689,11.59034333,134.3360585
8215,2007,29133,10.27962683,0.063337855,0,0,0,0,9,0,11,0,28,15,31,18,11.09093846,11.83162364,139.9873178
8215,2008,31459,10.35644039,0.076813558,0,0,0,0,2,3,2,3,11,13,13,14,10.7186192,11.44940864,131.0889583
8215,2009,29411,10.28912403,-0.067316357,0,0,0,0,3,4,4,5,6,15,6,17,10.51652378,10.84810234,117.6813243
8215,2010,30800,10.33526997,0.046145936,0,0,0,1,5,7,3,8,8,39,13,44,9.48016289,9.792349644,95.89011155
8215,2011,32354,10.38449294,0.049222971,0,0,0,0,0,1,0,3,12,12,13,15,11.24940652,11.51209116,132.5282428
8215,2012,32499,10.3889646,0.004471659,0,0,2,0,2,14,3,11,7,24,8,26,10.63115862,10.83547092,117.4074302
8215,2013,32240,10.3809632,-0.008001402,0,1,0,1,5,6,3,3,11,24,13,23,10.13347062,10.4631012,109.4764868
8215,2014,34115,10.43749245,0.056529253,0,0,0,0,2,1,2,1,14,9,14,10,11.82929067,12.18027749,148.3591598
8215,2015,35354,10.47316682,0.03567437,0,0,0,0,14,0,6,0,29,3,28,4,11.4037284,11.7521339,138.1126512
8215,2016,35585,10.47967948,0.006512661,0,0,0,0,3,0,3,0,12,6,15,8,10.74709168,11.19242363,125.2703466
8215,2017,36729,10.51132191,0.031642433,0,0,0,0,3,0,3,0,15,13,16,15,11.00414827,11.40414764,130.0545835
8215,2018,38124,10.54859928,0.037277371,0,0,0,0,1,3,2,1,24,15,27,14,11.99594582,12.34182419,152.3206242
8215,2019,39325,10.57961573,0.031016444,0,0,0,0,6,3,5,2,16,7,16,6,11.40210189,11.73596282,137.7328234
8215,2020,36606,10.50796744,-0.071648288,0,0,0,0,6,3,6,4,19,9,20,9,11.95785533,12.23395054,149.6695457
8216,1995,24476,10.10544832,0.057168027,0,0,0,1,2,6,1,10,7,19,7,32,9.797450717,9.797450717,95.99004055
8216,1996,25675,10.15327303,0.04782471,0,0,0,0,1,13,1,15,7,41,5,53,8.247195649,8.247195649,68.01623608
8216,1997,25603,10.15046481,-0.002808224,0,0,0,0,5,4,6,4,18,16,15,27,9.898493984,9.898493984,97.98018314
8216,1998,25759,10.15653936,0.006074548,0,0,0,0,6,9,7,10,15,26,18,34,9.994820148,9.994820148,99.8964298
8216,1999,26655,10.19073203,0.03419267,0,0,0,0,2,3,2,2,18,16,13,22,10.10602535,10.10602535,102.1317483
8216,2000,26399,10.18108141,-0.00965062,0,0,0,0,1,2,1,3,16,13,12,18,10.77665925,10.77665925,116.1363846
8216,2001,28912,10.27201201,0.090930603,0,0,0,0,5,2,5,3,19,9,19,17,10.79153738,10.79153738,116.457279
8216,2002,28516,10.25822061,-0.013791401,0,1,0,0,3,5,2,6,25,13,22,18,10.88695981,10.88695981,118.5258938
8216,2003,29770,10.30125645,0.043035842,0,0,1,0,6,5,5,7,32,22,25,27,10.70440476,10.70440476,114.5842813
8216,2004,30688,10.33162698,0.030370524,0,0,0,0,2,1,3,2,15,15,11,19,9.990492523,9.990492523,99.80994084
8216,2005,31238,10.34939058,0.017763604,0,0,0,0,5,6,2,7,29,25,24,33,9.955520993,9.955520993,99.11239825
8216,2006,32904,10.40134951,0.051958928,0,0,1,2,6,7,3,7,30,26,22,36,10.52515233,10.52515233,110.7788316
8216,2007,34474,10.4479607,0.046611186,0,0,0,0,7,1,7,1,29,16,28,25,10.66782386,10.66782386,113.8024659
8216,2008,34079,10.43643664,-0.011524058,0,0,0,0,2,1,2,3,12,18,10,25,10.27810654,10.27810654,105.639474
8216,2009,29336,10.28657071,-0.149865928,0,0,0,0,4,4,5,5,9,10,8,12,10.52243888,10.79727581,116.5811648
8216,2010,35038,10.46418847,0.177617756,0,0,0,1,5,2,3,3,23,16,15,26,9.512129736,9.745142669,94.96780564
8216,2011,37574,10.5340676,0.069879135,0,0,0,0,3,0,2,0,25,2,24,5,11.25537922,11.46852265,131.5270118
8216,2012,36741,10.51164858,-0.022419024,0,0,2,0,4,12,2,9,16,15,14,18,10.57433213,10.78876835,116.3975225
8216,2013,36736,10.51151248,-0.000136097,0,1,0,1,6,0,4,1,28,10,18,13,10.16648297,10.41572576,108.4873431
8216,2014,38745,10.56475699,0.053244515,0,0,0,0,5,0,3,0,20,2,19,3,11.85901818,12.13062178,147.1519849
8216,2015,40300,10.60410675,0.039349754,0,0,0,0,19,0,9,0,40,0,33,1,11.42436924,11.70309902,136.9625268
8216,2016,41646,10.6369606,0.032853857,0,0,0,0,9,0,4,0,23,1,19,1,10.76998223,11.13236761,123.9296085
8216,2017,43344,10.67692356,0.03996296,0,0,0,0,6,0,4,0,26,2,25,7,11.02785234,11.34911432,128.8023958
8216,2018,44296,10.69864966,0.021726094,0,0,0,0,13,2,5,0,43,6,40,6,11.9762388,12.28480941,150.9165422
8216,2019,42948,10.66774536,-0.030904298,0,0,0,0,10,1,7,2,25,3,21,3,11.39686092,11.68269187,136.4852892
8216,2020,39229,10.57717155,-0.090573812,0,0,0,0,11,0,6,0,31,4,31,4,11.95141021,12.18788279,148.5444869
8221,1995,34880,10.45966888,0.051715885,0,0,0,1,2,5,3,5,7,20,10,21,11.10509345,11.30159758,127.7261079
8221,1996,36058,10.49288403,0.033215154,0,0,0,0,2,10,1,11,8,43,8,42,9.613609412,9.776426942,95.57852375
8221,1997,37414,10.52980024,0.036916213,0,0,0,0,3,9,4,9,10,19,12,23,10.88418651,11.04519137,121.9962524
8221,1998,39372,10.58081018,0.051009938,0,0,0,0,6,11,6,11,18,22,20,21,11.14306164,11.27657656,127.1611789
8221,1999,41771,10.6399576,0.059147415,0,0,0,0,3,0,3,0,16,6,20,8,11.62973054,11.75965863,138.2895711
8221,2000,43468,10.67978031,0.039822716,0,0,0,0,4,3,3,4,21,11,23,14,11.98598412,12.18286913,148.4223001
8221,2001,44428,10.70162518,0.021844866,0,0,0,0,5,2,4,2,14,21,17,23,11.3005578,11.45987135,131.3286514
8221,2002,44591,10.70528732,0.003662144,0,1,0,0,3,3,3,4,17,13,18,14,11.75975614,11.96973052,143.2744487
8221,2003,43829,10.68805098,-0.017236346,0,0,1,0,10,3,10,3,31,16,33,20,11.96504928,12.21669846,149.2477212
8221,2004,42928,10.66727957,-0.020771405,0,0,0,0,4,0,7,0,21,12,23,19,11.18208132,11.4350983,130.7614732
8221,2005,42863,10.66576426,-0.001515311,0,0,0,0,8,7,7,5,28,21,28,21,11.28895257,11.50968199,132.4727796
8221,2006,46081,10.738156,0.072391735,0,0,1,2,6,5,5,3,33,23,29,27,11.76369752,12.0296351,144.7121206
8221,2007,46562,10.74854004,0.01038404,0,0,0,0,7,0,9,0,28,14,29,18,11.833117,12.02859521,144.6871028
8221,2008,48785,10.79517817,0.046638131,0,0,0,0,3,3,5,3,13,14,14,17,11.574412,11.87715302,141.0667638
8221,2009,47677,10.77220438,-0.022973787,0,0,0,0,3,2,3,5,8,14,8,14,11.32590662,11.60074294,134.5772368
8221,2010,48912,10.79777804,0.025573664,0,0,0,1,5,7,4,6,14,38,12,40,10.10973502,10.23214096,104.6967087
8221,2011,49135,10.80232689,0.004548847,0,0,0,0,2,2,4,2,19,10,19,16,11.92580709,12.16402532,147.9635119
8221,2012,52064,10.86022901,0.057902119,0,0,2,0,2,15,3,12,19,23,19,23,11.22940072,11.33863088,128.5645503
8221,2013,52136,10.86161097,0.001381958,0,1,0,1,3,5,2,5,12,23,16,23,10.67668779,10.67668779,113.9916621
8221,2014,53702,10.89120552,0.029594556,0,0,0,0,1,1,0,2,10,10,10,10,12.18501472,12.18501472,148.4745837
8221,2015,53510,10.88762383,-0.003581692,0,0,0,0,10,0,6,0,26,3,25,4,11.91295315,11.91295315,141.9184527
8221,2016,53315,10.883973,-0.003650835,0,0,0,0,3,0,3,0,15,8,16,8,11.36516809,11.36516809,129.1670457
8221,2017,55666,10.92712483,0.04315183,0,0,0,0,3,0,2,0,13,7,11,10,11.51651242,11.51651242,132.6300582
8221,2018,56939,10.9497358,0.022610972,0,0,0,0,3,5,2,2,26,14,28,14,12.61557028,12.61557028,159.1526134
8221,2019,58794,10.98179509,0.03205929,0,0,0,0,5,2,5,2,12,7,13,8,11.89277394,11.89277394,141.4380719
8221,2020,57360,10.95710248,-0.024692613,0,0,0,0,6,1,5,1,18,6,20,8,12.43072055,12.43072055,154.5228135
8222,1995,39636,10.58749308,0.043257511,0,0,0,1,1,5,1,5,12,21,10,22,10.89416283,10.89416283,118.6827837
8222,1996,40245,10.60274105,0.015247976,0,0,0,0,2,10,1,11,5,40,5,41,9.438838524,9.438838524,89.09167269
8222,1997,40415,10.60695628,0.004215231,0,0,0,0,4,8,4,10,16,21,14,24,10.71136137,10.71136137,114.7332623
8222,1998,41549,10.63462873,0.02767245,0,0,0,0,7,12,6,11,18,25,18,25,10.99974462,10.99974462,120.9943818
8222,1999,44182,10.69607275,0.061444013,0,0,0,0,5,1,3,1,19,8,17,10,11.4902637,11.4902637,132.0261598
8222,2000,45618,10.72805765,0.031984909,0,0,0,0,3,4,2,6,20,11,20,14,11.77464467,11.77464467,138.642257
8222,2001,47757,10.77388093,0.045823278,0,0,0,0,3,1,2,1,15,18,15,22,11.12954813,11.12954813,123.8668416
8222,2002,50934,10.83828596,0.064405024,0,1,0,0,4,4,4,4,19,14,16,19,11.53436636,11.53436636,133.0416073
8222,2003,52742,10.87316738,0.034881425,0,0,1,0,10,4,10,3,29,17,23,19,11.69492512,11.69492512,136.7712735
8222,2004,52148,10.86184111,-0.011326272,0,0,0,0,2,0,3,0,19,18,14,19,10.9110317,10.9110317,119.0506128
8222,2005,52546,10.86944426,0.007603147,0,0,0,0,11,6,6,5,31,21,28,23,11.05307924,11.05307924,122.1705606
8222,2006,54164,10.89977176,0.030327505,0,0,1,2,6,4,4,4,25,22,20,26,11.47927163,11.47927163,131.7736772
8222,2007,56040,10.933821,0.03404924,0,0,0,0,6,2,8,2,29,17,30,20,11.6239945,11.6239945,135.117248
8222,2008,58085,10.96966273,0.035841733,0,0,0,0,4,3,5,3,14,16,11,18,11.2505398,11.2505398,126.5746457
8222,2009,54318,10.90261094,-0.067051791,0,0,0,0,3,5,2,6,7,16,7,16,11.03188684,11.03188684,121.7025273
8222,2010,55416,10.92262364,0.020012697,0,0,0,1,5,6,4,7,15,37,11,38,9.978785202,9.978785202,99.57615411
8222,2011,57583,10.96098266,0.038359025,0,0,0,0,3,0,2,1,20,14,19,16,11.67096134,11.67096134,136.2113386
8222,2012,57441,10.95851361,-0.002469051,0,0,2,0,2,15,2,12,22,24,22,26,11.11254635,11.11254635,123.4886863
8222,2013,59753,10.99797468,0.039461065,0,1,0,1,6,6,4,5,20,22,17,20,10.67668779,10.67668779,113.9916621
8222,2014,59943,11.00114939,0.003174712,0,0,0,0,2,2,1,3,16,10,15,10,12.18501472,12.18501472,148.4745837
8222,2015,61912,11.0334693,0.032319911,0,0,0,0,14,0,10,0,34,3,29,6,11.91295315,11.91295315,141.9184527
8222,2016,63036,11.05146127,0.01799197,0,0,0,0,7,0,5,0,19,4,18,5,11.36516809,11.36516809,129.1670457
8222,2017,66262,11.10137186,0.049910589,0,0,0,0,5,0,5,0,20,7,19,9,11.51651242,11.51651242,132.6300582
8222,2018,68510,11.134735,0.033363139,0,0,0,0,9,3,9,2,37,13,36,13,12.61557028,12.61557028,159.1526134
8222,2019,68070,11.12829187,-0.006443133,0,0,0,0,10,2,7,2,24,7,20,7,11.89277394,11.89277394,141.4380719
8222,2020,65322,11.08708417,-0.041207701,0,0,0,0,8,1,7,1,31,6,29,7,12.43072055,12.43072055,154.5228135
8225,1995,19402,9.873131433,0.02812081,0,0,0,1,3,5,2,5,16,22,16,21,8.978769201,8.978769201,80.61829637
8225,1996,19942,9.900583339,0.027451907,0,0,0,0,0,12,0,11,8,38,8,38,7.397117167,7.397117167,54.71734239
8225,1997,20045,9.905735025,0.005151686,0,0,0,0,5,4,4,4,13,16,14,20,8.880977983,8.880977983,78.87176993
8225,1998,20224,9.914625297,0.008890272,0,0,0,0,4,7,3,9,22,19,22,21,9.176284562,9.176284562,84.20419837
8225,1999,21676,9.983960937,0.06933564,0,0,0,0,2,1,0,0,18,9,17,9,9.438672555,9.438672555,89.0885396
8225,2000,20515,9.928911605,-0.055049332,0,0,0,0,4,2,3,4,20,13,24,12,9.929813373,9.929813373,98.60119362
8225,2001,21490,9.97534299,0.046431385,0,0,0,0,4,1,3,3,15,18,15,21,9.186017025,9.186017025,84.38290879
8225,2002,21615,9.981142797,0.005799807,0,1,0,0,7,4,6,4,21,14,22,15,9.746327445,9.746327445,94.99089866
8225,2003,21297,9.966321497,-0.0148213,0,0,1,0,13,4,14,4,38,20,38,22,9.752016769,9.752016769,95.10183106
8225,2004,21217,9.962558026,-0.003763471,0,0,0,0,4,0,5,0,16,9,17,10,8.915382524,8.915382524,79.48404555
8225,2005,21437,9.97287368,0.010315654,0,0,0,0,6,9,6,10,24,29,24,33,8.657289427,8.657289427,74.94866021
8225,2006,22394,10.01654834,0.043674665,0,0,1,2,5,4,3,3,24,32,23,34,9.181676907,9.181676907,84.30319083
8225,2007,24058,10.08822286,0.071674516,0,0,0,0,5,2,5,2,22,9,25,16,9.402592806,9.402592806,88.40875147
8225,2008,24528,10.1075706,0.019347741,0,0,0,0,6,3,6,3,14,14,13,18,9.147095229,9.147095229,83.66935113
8225,2009,23408,10.06083312,-0.046737478,0,0,0,0,2,4,3,6,9,18,9,20,8.901492576,8.901492576,79.23657007
8225,2010,25267,10.13725448,0.076421352,0,0,0,1,5,6,4,7,14,38,16,40,7.815121608,7.815121608,61.07612574
8225,2011,26702,10.19249375,0.055239272,0,0,0,0,4,1,4,3,19,15,19,20,9.420220814,9.420220814,88.74056019
8225,2012,27737,10.23052254,0.038028793,0,0,2,0,4,13,3,11,19,24,17,23,8.959553207,8.959553207,80.27359367
8225,2013,28826,10.26903304,0.038510496,0,1,0,1,4,1,4,3,14,23,14,22,8.533936252,8.533936252,72.82806795
8225,2014,29090,10.27814975,0.009116715,0,0,0,0,1,2,0,3,14,11,13,12,10.10765233,10.10765233,102.1646356
8225,2015,29787,10.30182734,0.023677584,0,0,0,0,15,0,11,0,35,2,30,3,9.913086918,9.913086918,98.26929224
8225,2016,30104,10.31241333,0.010585997,0,0,0,0,6,0,6,0,19,11,21,11,9.315749907,9.315749907,86.78319634
8225,2017,31423,10.35529539,0.042882056,0,0,0,0,2,1,1,2,14,10,14,10,9.253402458,9.253402458,85.62545705
8225,2018,30922,10.33922318,-0.016072204,0,0,0,0,6,2,6,2,33,15,33,14,10.51146057,10.51146057,110.4908034
8225,2019,31847,10.36869847,0.029475281,0,0,0,0,6,2,4,2,14,9,13,11,9.765127368,9.765127368,95.35771252
8225,2020,30756,10.33384038,-0.034858089,0,0,0,0,8,0,7,0,25,6,25,9,10.19005284,10.19005284,103.8371768
8226,1995,20943,9.949559741,0.058195378,0,0,0,1,3,5,3,4,14,19,18,17,11.31602407,11.31602407,128.0524007
8226,1996,21608,9.980818895,0.031259155,0,0,0,0,3,9,2,9,11,35,10,32,9.788380299,9.788380299,95.81238888
8226,1997,21204,9.961945122,-0.018873773,0,0,0,0,4,6,6,7,16,16,21,17,11.05701165,11.05701165,122.2575066
8226,1998,21332,9.967963572,0.00601845,0,0,0,0,4,12,4,11,9,34,10,30,10.68568676,10.32831063,106.6740004
8226,1999,22165,10.00626975,0.038306175,0,0,0,0,0,1,1,1,11,15,12,12,11.1887468,10.84341303,117.5796062
8226,2000,22657,10.02822413,0.021954387,0,0,0,0,4,5,3,6,10,15,14,18,11.72008003,11.43614835,130.7854891
8226,2001,24303,10.09835508,0.070130945,0,0,0,0,2,2,3,2,16,14,18,18,11.2522027,11.12169365,123.6920695
8226,2002,24674,10.11350534,0.015150258,0,1,0,0,4,7,3,6,15,18,18,15,11.78891577,11.67217043,136.2395626
8226,2003,24009,10.08618404,-0.027321298,0,0,1,0,10,6,9,4,28,17,30,18,11.83219054,11.59243955,134.3846546
8226,2004,24259,10.09654296,0.010358922,0,0,0,0,2,0,2,0,15,12,16,10,11.09300751,10.87901202,118.3529026
8226,2005,25166,10.13324916,0.036706195,0,0,0,0,7,8,7,6,25,25,25,24,11.12527362,10.8881828,118.5525246
8226,2006,26510,10.1852773,0.052028143,0,0,1,2,4,4,3,3,24,28,26,24,11.62288402,11.37055071,129.2894235
8226,2007,28207,10.24732545,0.062048154,0,0,0,0,5,0,5,0,26,15,30,14,11.83438364,11.7110438,137.1485468
8226,2008,29057,10.2770147,0.029689244,0,0,0,0,4,3,6,2,14,13,15,14,11.11797893,11.47706435,131.7230061
8226,2009,28028,10.24095929,-0.036055408,0,0,0,0,4,2,3,3,9,14,8,14,10.87923899,11.22009283,125.8904831
8226,2010,29088,10.278081,0.037121707,0,0,0,1,5,6,4,5,15,40,17,40,9.653716398,9.923830951,98.48242075
8226,2011,30842,10.33663268,0.058551679,0,0,0,0,3,1,4,1,19,9,22,10,11.50335637,11.8150386,139.5951372
8226,2012,29735,10.30008008,-0.036552594,0,0,2,0,2,15,5,10,18,24,23,24,10.70366271,10.88903723,118.5711318
8226,2013,30465,10.32433376,0.024253681,0,1,0,1,3,11,2,10,10,37,10,35,9.643853687,9.643853687,93.00391393
8226,2014,31301,10.35140532,0.027071562,0,0,0,0,1,3,1,3,6,22,6,20,11.35136073,11.35136073,128.8533904
8226,2015,32155,10.37832324,0.026917914,0,0,0,0,8,0,8,0,20,8,25,10,11.11682924,11.11682924,123.5838923
8226,2016,32744,10.39647502,0.01815178,0,0,0,0,3,0,2,0,9,17,11,19,10.4072454,10.4072454,108.3107567
8226,2017,34040,10.43529158,0.038816565,0,0,0,0,3,3,2,3,10,20,11,19,10.56939836,10.56939836,111.7121817
8226,2018,34899,10.46021345,0.024921872,0,0,0,0,1,7,1,5,23,20,24,18,11.7425064,11.7425064,137.8864566
8226,2019,38233,10.5514543,0.091240842,0,0,0,0,5,4,5,2,10,9,12,7,11.05243024,11.05243024,122.1562141
8226,2020,37017,10.51913255,-0.03232175,0,0,0,0,1,5,2,3,13,14,15,12,11.43280435,11.43280435,130.7090153
8231,1995,28230,10.24814052,-0.017661046,0,0,0,1,1,5,0,6,13,18,13,20,9.074872632,9.915354365,98.31425219
8231,1996,28346,10.25224121,0.004100684,0,0,0,0,0,11,0,13,9,34,9,37,7.582371926,8.346269161,69.66020891
8231,1997,28629,10.26217547,0.009934263,0,0,0,0,6,6,7,7,14,12,13,14,8.932789619,9.752497291,95.11120341
8231,1998,28770,10.26708846,0.004912987,0,0,0,0,3,6,3,7,16,20,16,20,9.084205282,9.885260537,97.71837588
8231,1999,29587,10.29509035,0.028001898,0,0,0,0,0,1,1,0,12,7,15,10,9.361242533,10.16926592,103.4139694
8231,2000,30789,10.33491276,0.039822408,0,0,0,0,2,1,2,2,18,10,18,10,9.951198966,10.7529868,115.6267252
8231,2001,31052,10.3434185,0.008505735,0,0,0,0,3,2,3,2,14,17,15,18,9.653157109,10.06281604,101.2602667
8231,2002,30595,10.32859188,-0.014826622,0,1,0,0,6,3,6,4,19,15,18,15,10.36380504,10.51394912,110.5431261
8231,2003,30497,10.3253836,-0.003208279,0,0,1,0,9,6,6,5,31,21,28,21,10.1502461,10.3807357,107.7596736
8231,2004,31579,10.36024762,0.034864025,0,0,0,0,4,0,4,0,17,9,14,9,9.639079687,9.836853505,96.76368687
